CommonName,RecYear,Easting,Northing,SP_GEOMETRY
Holly Blue,1991,438200,178600,System.__ComObject
Holly Blue,1991,438400,179300,System.__ComObject
Holly Blue,1991,440100,176800,System.__ComObject
Holly Blue,1991,458000,182600,System.__ComObject
Holly Blue,1991,443200,175900,System.__ComObject
Holly Blue,1991,443700,174600,System.__ComObject
Holly Blue,1991,485000,169000,System.__ComObject
Holly Blue,1991,441300,170600,System.__ComObject
Holly Blue,1991,463500,174200,System.__ComObject
Holly Blue,1991,475000,165000,System.__ComObject
Holly Blue,1991,452400,166900,System.__ComObject
Holly Blue,2004,463400,174000,System.__ComObject
Holly Blue,2002,463400,174000,System.__ComObject
Holly Blue,2004,463700,174000,System.__ComObject
Holly Blue,1991,439100,171700,System.__ComObject
Holly Blue,1991,433500,166500,System.__ComObject
Holly Blue,1991,434400,167700,System.__ComObject
Holly Blue,1991,435300,165200,System.__ComObject
Holly Blue,1991,484900,160400,System.__ComObject
Holly Blue,1991,435700,175400,System.__ComObject
Holly Blue,1991,435800,173800,System.__ComObject
Holly Blue,1991,436500,170700,System.__ComObject
Holly Blue,1992,483000,164000,System.__ComObject
Holly Blue,1992,468000,171500,System.__ComObject
Holly Blue,1992,474300,170300,System.__ComObject
Holly Blue,1992,497500,178200,System.__ComObject
Holly Blue,1992,441300,170700,System.__ComObject
Holly Blue,1992,481300,182000,System.__ComObject
Holly Blue,1992,485000,180000,System.__ComObject
Holly Blue,1992,472300,177500,System.__ComObject
Holly Blue,1992,474100,170800,System.__ComObject
Holly Blue,1992,481300,165100,System.__ComObject
Holly Blue,1992,478200,171000,System.__ComObject
Holly Blue,1992,487600,181800,System.__ComObject
Holly Blue,1992,468700,169000,System.__ComObject
Holly Blue,1992,467000,170500,System.__ComObject
Holly Blue,1992,488000,178500,System.__ComObject
Holly Blue,1992,463500,176900,System.__ComObject
Holly Blue,1992,471200,176500,System.__ComObject
Holly Blue,1992,488500,184500,System.__ComObject
Holly Blue,1992,460900,178800,System.__ComObject
Holly Blue,1992,478700,168200,System.__ComObject
Holly Blue,1992,433800,179600,System.__ComObject
Holly Blue,2005,490460,178720,System.__ComObject
Holly Blue,2005,490460,178720,System.__ComObject
Holly Blue,1992,442400,167100,System.__ComObject
Holly Blue,1992,450000,166800,System.__ComObject
Holly Blue,1992,488700,186500,System.__ComObject
Holly Blue,1992,474300,162300,System.__ComObject
Holly Blue,1992,473300,163400,System.__ComObject
Holly Blue,1992,485000,169000,System.__ComObject
Holly Blue,1992,484000,183000,System.__ComObject
Holly Blue,1992,491200,185100,System.__ComObject
Holly Blue,1992,485000,180000,System.__ComObject
Holly Blue,1992,457300,166600,System.__ComObject
Holly Blue,1992,483700,183100,System.__ComObject
Holly Blue,1992,485000,169000,System.__ComObject
Holly Blue,1996,458700,176300,System.__ComObject
Holly Blue,1996,458700,176300,System.__ComObject
Holly Blue,1996,458700,176300,System.__ComObject
Holly Blue,1995,458700,176300,System.__ComObject
Holly Blue,1996,458700,176300,System.__ComObject
Holly Blue,1996,487900,181700,System.__ComObject
Holly Blue,1996,461000,178000,System.__ComObject
Holly Blue,1996,458700,176300,System.__ComObject
Holly Blue,1996,484300,184700,System.__ComObject
Holly Blue,1996,446000,171000,System.__ComObject
Holly Blue,1996,487900,181700,System.__ComObject
Holly Blue,1996,459300,179800,System.__ComObject
Holly Blue,1996,463400,174000,System.__ComObject
Holly Blue,1997,458700,176300,System.__ComObject
Holly Blue,1997,458700,176300,System.__ComObject
Holly Blue,1997,458700,176300,System.__ComObject
Holly Blue,1997,458700,176300,System.__ComObject
Holly Blue,1998,458700,176300,System.__ComObject
Holly Blue,1998,458700,176300,System.__ComObject
Holly Blue,1998,458700,180900,System.__ComObject
Holly Blue,1999,458700,180900,System.__ComObject
Holly Blue,1999,458700,176300,System.__ComObject
Holly Blue,2002,478450,175690,System.__ComObject
Holly Blue,2002,478450,175690,System.__ComObject
Holly Blue,2001,458700,176300,System.__ComObject
Holly Blue,2001,460500,177200,System.__ComObject
Holly Blue,1985,452300,165200,System.__ComObject
Holly Blue,1985,446400,169700,System.__ComObject
Holly Blue,1991,460140,214570,System.__ComObject
Holly Blue,1991,460710,214010,System.__ComObject
Holly Blue,1991,460710,214010,System.__ComObject
Holly Blue,1991,460430,214280,System.__ComObject
Holly Blue,2004,460710,214010,System.__ComObject
Holly Blue,1991,459960,214960,System.__ComObject
Holly Blue,2002,459960,214960,System.__ComObject
Holly Blue,2008,459810,214730,System.__ComObject
Holly Blue,1998,460140,214570,System.__ComObject
Holly Blue,1990,459960,214960,System.__ComObject
Holly Blue,1990,459960,214960,System.__ComObject
Holly Blue,1992,459960,214960,System.__ComObject
Holly Blue,2001,459960,214960,System.__ComObject
Holly Blue,1996,459840,214740,System.__ComObject
Holly Blue,2006,459830,214760,System.__ComObject
Holly Blue,2002,459840,214740,System.__ComObject
Holly Blue,1990,460710,214010,System.__ComObject
Holly Blue,1991,460710,214010,System.__ComObject
Holly Blue,1991,460140,214570,System.__ComObject
Holly Blue,1991,460140,214570,System.__ComObject
Holly Blue,2002,460140,214570,System.__ComObject
Holly Blue,1990,460430,214280,System.__ComObject
Holly Blue,1990,460430,214280,System.__ComObject
Holly Blue,1991,460430,214280,System.__ComObject
Holly Blue,1998,460430,214280,System.__ComObject
Holly Blue,2001,460430,214280,System.__ComObject
Holly Blue,2002,460300,214300,System.__ComObject
Holly Blue,2002,460300,214300,System.__ComObject
Holly Blue,2002,460300,214300,System.__ComObject
Holly Blue,2004,460200,214500,System.__ComObject
Holly Blue,2005,459100,214100,System.__ComObject
Holly Blue,2007,459800,214700,System.__ComObject
Holly Blue,2009,461690,179490,System.__ComObject
Holly Blue,2004,461700,179500,System.__ComObject
Holly Blue,2009,475400,199350,System.__ComObject
Holly Blue,2006,475700,199520,System.__ComObject
Holly Blue,2006,475700,199520,System.__ComObject
Holly Blue,2007,471619,188131,System.__ComObject
Holly Blue,2007,471619,188131,System.__ComObject
Holly Blue,2006,476640,200240,System.__ComObject
Holly Blue,2005,476680,200770,System.__ComObject
Holly Blue,2005,475870,199610,System.__ComObject
Holly Blue,2005,475870,199610,System.__ComObject
Holly Blue,2006,475740,199440,System.__ComObject
Holly Blue,2004,461910,179370,System.__ComObject
Holly Blue,2004,461690,179490,System.__ComObject
Holly Blue,2004,461690,179490,System.__ComObject
Holly Blue,2002,462400,201100,System.__ComObject
Holly Blue,2002,472045,187897,System.__ComObject
Holly Blue,2004,472045,187897,System.__ComObject
Holly Blue,2004,472045,187897,System.__ComObject
Holly Blue,2004,472045,187897,System.__ComObject
Holly Blue,2004,472045,187897,System.__ComObject
Holly Blue,2006,461630,179570,System.__ComObject
Holly Blue,2007,461700,179500,System.__ComObject
Holly Blue,2007,461700,179500,System.__ComObject
Holly Blue,2007,461700,179500,System.__ComObject
Holly Blue,2007,461910,179370,System.__ComObject
Holly Blue,2007,461760,179430,System.__ComObject
Holly Blue,2008,461700,179500,System.__ComObject
Holly Blue,2008,461690,179490,System.__ComObject
Holly Blue,2008,461540,179470,System.__ComObject
Holly Blue,2010,461700,179500,System.__ComObject
Holly Blue,2010,472045,187897,System.__ComObject
Holly Blue,2010,472045,187897,System.__ComObject
Holly Blue,2002,471673,187972,System.__ComObject
Holly Blue,2004,471673,187972,System.__ComObject
Holly Blue,2004,471673,187972,System.__ComObject
Holly Blue,2002,471619,188131,System.__ComObject
Holly Blue,1977,461700,179400,System.__ComObject
Holly Blue,2004,471859,188134,System.__ComObject
Holly Blue,2004,471859,188134,System.__ComObject
Holly Blue,2004,471619,188131,System.__ComObject
Holly Blue,2010,471619,188131,System.__ComObject
Holly Blue,2004,471619,188131,System.__ComObject
Holly Blue,2007,471619,188131,System.__ComObject
Holly Blue,2004,472067,188008,System.__ComObject
Holly Blue,2002,465300,185700,System.__ComObject
Holly Blue,2000,461890,179370,System.__ComObject
Holly Blue,1991,461800,179500,System.__ComObject
Holly Blue,1997,461800,179500,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1976,461700,179400,System.__ComObject
Holly Blue,1975,461600,179600,System.__ComObject
Holly Blue,1990,461600,179600,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,2000,461650,179830,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1997,461600,179600,System.__ComObject
Holly Blue,1997,461600,179600,System.__ComObject
Holly Blue,1995,461800,179500,System.__ComObject
Holly Blue,1997,461600,179600,System.__ComObject
Holly Blue,1995,461800,179500,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1995,461800,179500,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1977,461600,179500,System.__ComObject
Holly Blue,1976,461600,179600,System.__ComObject
Holly Blue,1991,461800,179500,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1990,461600,179600,System.__ComObject
Holly Blue,1998,461800,179500,System.__ComObject
Holly Blue,1992,461700,179400,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1998,461600,179600,System.__ComObject
Holly Blue,1997,461600,179600,System.__ComObject
Holly Blue,1975,461700,179400,System.__ComObject
Holly Blue,1991,461800,179500,System.__ComObject
Holly Blue,1991,461600,179600,System.__ComObject
Holly Blue,1990,461600,179600,System.__ComObject
Holly Blue,1998,461600,179600,System.__ComObject
Holly Blue,1998,472000,187900,System.__ComObject
Holly Blue,2004,460000,185500,System.__ComObject
Holly Blue,2004,461700,179500,System.__ComObject
Holly Blue,2007,461800,179300,System.__ComObject
Holly Blue,2004,461700,179400,System.__ComObject
Holly Blue,2005,461600,179600,System.__ComObject
Holly Blue,2005,461700,179600,System.__ComObject
Holly Blue,2005,472000,188100,System.__ComObject
Holly Blue,2005,461800,179300,System.__ComObject
Holly Blue,2007,465300,185700,System.__ComObject
Holly Blue,2004,461900,179400,System.__ComObject
Holly Blue,2004,461600,179600,System.__ComObject
Holly Blue,2004,461700,179500,System.__ComObject
Holly Blue,1996,453000,179500,System.__ComObject
Holly Blue,2011,463848,174119,System.__ComObject
Holly Blue,1996,484300,184700,System.__ComObject
Holly Blue,2001,475300,171400,System.__ComObject
Holly Blue,2000,431200,198900,System.__ComObject
Holly Blue,2001,472600,169200,System.__ComObject
Holly Blue,2002,459300,176300,System.__ComObject
Holly Blue,2002,458680,176340,System.__ComObject
Holly Blue,2002,458680,176340,System.__ComObject
Holly Blue,2008,454800,205700,System.__ComObject
Holly Blue,2010,454800,205700,System.__ComObject
Holly Blue,2009,454800,205700,System.__ComObject
Holly Blue,2011,454800,205700,System.__ComObject
Holly Blue,2011,450792,165026,System.__ComObject
Holly Blue,2011,450792,165026,System.__ComObject
Holly Blue,2011,451221,165367,System.__ComObject
Holly Blue,2011,451048,165222,System.__ComObject
Holly Blue,2008,424000,190000,System.__ComObject
Holly Blue,2012,436000,209850,System.__ComObject
Holly Blue,2011,461129,163269,System.__ComObject
Holly Blue,2011,461094,163383,System.__ComObject
Holly Blue,2011,461207,163388,System.__ComObject
Holly Blue,2011,463998,173376,System.__ComObject
Holly Blue,2011,463800,173760,System.__ComObject
Holly Blue,2011,478450,175690,System.__ComObject
Holly Blue,2011,478390,176001,System.__ComObject
Holly Blue,2011,481276,182376,System.__ComObject
Holly Blue,2011,481276,182376,System.__ComObject
Holly Blue,2011,478671,175628,System.__ComObject
Holly Blue,2011,478671,175628,System.__ComObject
Holly Blue,2011,484765,162948,System.__ComObject
Holly Blue,2011,484440,163079,System.__ComObject
Holly Blue,2011,484765,162948,System.__ComObject
Holly Blue,2011,484501,162708,System.__ComObject
Holly Blue,2011,494270,181760,System.__ComObject
Holly Blue,2011,485400,179700,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,2007,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471850,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,472000,187900,System.__ComObject
Holly Blue,1997,472100,188060,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,2011,461542,179479,System.__ComObject
Holly Blue,2011,472067,188008,System.__ComObject
Holly Blue,2011,471859,188134,System.__ComObject
Holly Blue,2011,471673,187972,System.__ComObject
Holly Blue,2011,471859,188134,System.__ComObject
Holly Blue,2011,472067,188008,System.__ComObject
Holly Blue,2011,471673,187972,System.__ComObject
Holly Blue,2011,471619,188131,System.__ComObject
Holly Blue,2011,461698,179498,System.__ComObject
Holly Blue,2011,461698,179498,System.__ComObject
Holly Blue,2011,461701,179505,System.__ComObject
Holly Blue,2011,461701,179505,System.__ComObject
Holly Blue,2011,461762,179434,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,1997,471700,187930,System.__ComObject
Holly Blue,2001,471900,188110,System.__ComObject
Holly Blue,2001,471810,188030,System.__ComObject
Holly Blue,2001,471810,188030,System.__ComObject
Holly Blue,2001,471850,187930,System.__ComObject
Holly Blue,2001,471810,188030,System.__ComObject
Holly Blue,2001,472050,187500,System.__ComObject
Holly Blue,2002,467000,191500,System.__ComObject
Holly Blue,2004,466800,191400,System.__ComObject
Holly Blue,2004,456900,191900,System.__ComObject
Holly Blue,2007,472400,197100,System.__ComObject
Holly Blue,2008,461600,179600,System.__ComObject
Holly Blue,2004,481200,182000,System.__ComObject
Holly Blue,2004,481200,182000,System.__ComObject
Holly Blue,2004,481200,182000,System.__ComObject
Holly Blue,2004,460900,187400,System.__ComObject
Holly Blue,2008,455400,209400,System.__ComObject
Holly Blue,2008,461700,179500,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2008,442700,212900,System.__ComObject
Holly Blue,2012,485700,170300,System.__ComObject
Holly Blue,2012,495100,177200,System.__ComObject
Holly Blue,2009,481000,162200,System.__ComObject
Holly Blue,2001,461000,187400,System.__ComObject
Holly Blue,2006,461000,187400,System.__ComObject
Holly Blue,2004,450800,165100,System.__ComObject
Holly Blue,2004,450800,165100,System.__ComObject
Holly Blue,2008,467500,191400,System.__ComObject
Holly Blue,2007,461000,187400,System.__ComObject
Holly Blue,2004,458500,180800,System.__ComObject
Holly Blue,2008,462000,164700,System.__ComObject
Holly Blue,2008,450800,165400,System.__ComObject
Holly Blue,2005,461000,187400,System.__ComObject
Holly Blue,2011,433157,177011,System.__ComObject
Holly Blue,2011,433157,177011,System.__ComObject
Holly Blue,2011,459849,214745,System.__ComObject
Holly Blue,2011,460140,214577,System.__ComObject
Holly Blue,2011,459963,214961,System.__ComObject
Holly Blue,2011,475887,199660,System.__ComObject
Holly Blue,2011,475682,199545,System.__ComObject
Holly Blue,2011,475687,199492,System.__ComObject
Holly Blue,2011,475408,199354,System.__ComObject
Holly Blue,2007,448000,212000,System.__ComObject
Holly Blue,2011,476651,200418,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2007,465400,170800,System.__ComObject
Holly Blue,2004,478300,175400,System.__ComObject
Holly Blue,2007,454600,183700,System.__ComObject
Holly Blue,2008,466800,191400,System.__ComObject
Holly Blue,2005,478680,175630,System.__ComObject
Holly Blue,2001,472800,197100,System.__ComObject
Holly Blue,2002,472800,197100,System.__ComObject
Holly Blue,2007,466800,191400,System.__ComObject
Holly Blue,2002,467500,191400,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2003,461000,187400,System.__ComObject
Holly Blue,2003,478680,175630,System.__ComObject
Holly Blue,2011,435729,231471,System.__ComObject
Holly Blue,2011,435645,231377,System.__ComObject
Holly Blue,2011,435645,231377,System.__ComObject
Holly Blue,2011,453569,227253,System.__ComObject
Holly Blue,2011,453817,227273,System.__ComObject
Holly Blue,2011,453569,227253,System.__ComObject
Holly Blue,2011,433687,226045,System.__ComObject
Holly Blue,2011,435645,231377,System.__ComObject
Holly Blue,2011,435729,231471,System.__ComObject
Holly Blue,2013,436630,242110,System.__ComObject
Holly Blue,2013,456300,206300,System.__ComObject
Holly Blue,2012,460140,214577,System.__ComObject
Holly Blue,2012,435645,231377,System.__ComObject
Holly Blue,2012,435729,231471,System.__ComObject
Holly Blue,2012,435645,231377,System.__ComObject
Holly Blue,2012,450795,165277,System.__ComObject
Holly Blue,2012,435645,231377,System.__ComObject
Holly Blue,2012,435645,231377,System.__ComObject
Holly Blue,2012,481243,181962,System.__ComObject
Holly Blue,2012,481242,181989,System.__ComObject
Holly Blue,2012,478671,175628,System.__ComObject
Holly Blue,2012,463379,173797,System.__ComObject
Holly Blue,2012,475335,199422,System.__ComObject
Holly Blue,2012,450795,165277,System.__ComObject
Holly Blue,2012,476687,200774,System.__ComObject
Holly Blue,2012,476687,200774,System.__ComObject
Holly Blue,2012,476687,200774,System.__ComObject
Holly Blue,2012,476625,200789,System.__ComObject
Holly Blue,2012,461389,163486,System.__ComObject
Holly Blue,2012,461094,163383,System.__ComObject
Holly Blue,2012,461701,179505,System.__ComObject
Holly Blue,2012,461762,179434,System.__ComObject
Holly Blue,2012,475682,199545,System.__ComObject
Holly Blue,2012,475887,199660,System.__ComObject
Holly Blue,2012,475887,199660,System.__ComObject
Holly Blue,2012,475682,199545,System.__ComObject
Holly Blue,2012,459811,214737,System.__ComObject
Holly Blue,2012,459811,214737,System.__ComObject
Holly Blue,2012,471859,188134,System.__ComObject
Holly Blue,2012,471619,188131,System.__ComObject
Holly Blue,2012,433043,177242,System.__ComObject
Holly Blue,2005,454400,183300,System.__ComObject
Holly Blue,2004,484700,163300,System.__ComObject
Holly Blue,2004,484500,163000,System.__ComObject
Holly Blue,2002,471400,188200,System.__ComObject
Holly Blue,2006,460600,209400,System.__ComObject
Holly Blue,2004,471400,188200,System.__ComObject
Holly Blue,2005,453800,227000,System.__ComObject
Holly Blue,2002,445400,209200,System.__ComObject
Holly Blue,2008,464000,173900,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2004,461000,187400,System.__ComObject
Holly Blue,2006,461000,187400,System.__ComObject
Holly Blue,2004,451200,165300,System.__ComObject
Holly Blue,2007,433100,177200,System.__ComObject
Holly Blue,2006,433100,177200,System.__ComObject
Holly Blue,2001,461000,187400,System.__ComObject
Holly Blue,2003,485300,179500,System.__ComObject
Holly Blue,2006,461200,163500,System.__ComObject
Holly Blue,2005,476600,200800,System.__ComObject
Holly Blue,2005,476600,200800,System.__ComObject
Holly Blue,2005,476700,200800,System.__ComObject
Holly Blue,2005,461100,211700,System.__ComObject
Holly Blue,2007,463500,174000,System.__ComObject
Holly Blue,2005,467200,170500,System.__ComObject
Holly Blue,2006,464900,169700,System.__ComObject
Holly Blue,2007,458800,180840,System.__ComObject
Holly Blue,2004,460900,187400,System.__ComObject
Holly Blue,2006,460900,187400,System.__ComObject
Holly Blue,2003,460900,187400,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2007,461900,179400,System.__ComObject
Holly Blue,2005,461800,179400,System.__ComObject
Holly Blue,2002,461700,211400,System.__ComObject
Holly Blue,2004,468100,191400,System.__ComObject
Holly Blue,2004,456200,192300,System.__ComObject
Holly Blue,2005,463500,174100,System.__ComObject
Holly Blue,2004,460700,209700,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2004,483900,162500,System.__ComObject
Holly Blue,2008,484500,163000,System.__ComObject
Holly Blue,2008,484500,163000,System.__ComObject
Holly Blue,2004,478300,175400,System.__ComObject
Holly Blue,2008,433100,177100,System.__ComObject
Holly Blue,2004,478300,175400,System.__ComObject
Holly Blue,2007,433100,177100,System.__ComObject
Holly Blue,2001,454600,184000,System.__ComObject
Holly Blue,2001,454600,184000,System.__ComObject
Holly Blue,2004,472100,188000,System.__ComObject
Holly Blue,2002,472700,197600,System.__ComObject
Holly Blue,2002,472100,196000,System.__ComObject
Holly Blue,2007,472800,197100,System.__ComObject
Holly Blue,2001,450800,165100,System.__ComObject
Holly Blue,2002,450800,165200,System.__ComObject
Holly Blue,2005,454600,183700,System.__ComObject
Holly Blue,2005,454600,183700,System.__ComObject
Holly Blue,2006,461500,190000,System.__ComObject
Holly Blue,2007,461500,190000,System.__ComObject
Holly Blue,2002,454600,183700,System.__ComObject
Holly Blue,2006,461500,190000,System.__ComObject
Holly Blue,2007,424800,220500,System.__ComObject
Holly Blue,2005,485700,179700,System.__ComObject
Holly Blue,2007,461100,211700,System.__ComObject
Holly Blue,2006,461600,179500,System.__ComObject
Holly Blue,2002,481300,182400,System.__ComObject
Holly Blue,2002,458800,180840,System.__ComObject
Holly Blue,2006,464900,169700,System.__ComObject
Holly Blue,2005,481300,182400,System.__ComObject
Holly Blue,2004,484100,162500,System.__ComObject
Holly Blue,2007,465400,170800,System.__ComObject
Holly Blue,2001,463500,174000,System.__ComObject
Holly Blue,2008,439800,159500,System.__ComObject
Holly Blue,2003,454600,184000,System.__ComObject
Holly Blue,2004,450700,165300,System.__ComObject
Holly Blue,2008,450700,165300,System.__ComObject
Holly Blue,2002,461200,210600,System.__ComObject
Holly Blue,2006,463400,173800,System.__ComObject
Holly Blue,2006,461000,187600,System.__ComObject
Holly Blue,2005,464900,169700,System.__ComObject
Holly Blue,2008,464900,169700,System.__ComObject
Holly Blue,2008,464900,169700,System.__ComObject
Holly Blue,2005,464900,169700,System.__ComObject
Holly Blue,2004,446400,209300,System.__ComObject
Holly Blue,2004,471900,188100,System.__ComObject
Holly Blue,2007,471700,188100,System.__ComObject
Holly Blue,2006,472600,196800,System.__ComObject
Holly Blue,2002,472400,197100,System.__ComObject
Holly Blue,2002,463500,174000,System.__ComObject
Holly Blue,2002,463500,174000,System.__ComObject
Holly Blue,2002,455900,192300,System.__ComObject
Holly Blue,2005,468100,191400,System.__ComObject
Holly Blue,2008,459800,214700,System.__ComObject
Holly Blue,2002,461100,187300,System.__ComObject
Holly Blue,2007,461100,187300,System.__ComObject
Holly Blue,2007,461100,187300,System.__ComObject
Holly Blue,2007,461800,179400,System.__ComObject
Holly Blue,2000,472400,197100,System.__ComObject
Holly Blue,2007,472600,196800,System.__ComObject
Holly Blue,2008,472200,196100,System.__ComObject
Holly Blue,2005,464000,173900,System.__ComObject
Holly Blue,2002,461200,211400,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2008,467500,191400,System.__ComObject
Holly Blue,2004,483800,163000,System.__ComObject
Holly Blue,2002,460100,214500,System.__ComObject
Holly Blue,2004,467500,191500,System.__ComObject
Holly Blue,2004,454600,183700,System.__ComObject
Holly Blue,2006,464900,169700,System.__ComObject
Holly Blue,2002,460900,210000,System.__ComObject
Holly Blue,2005,460900,210000,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2001,461500,190000,System.__ComObject
Holly Blue,2004,461200,163500,System.__ComObject
Holly Blue,2001,484500,163000,System.__ComObject
Holly Blue,2004,484500,162900,System.__ComObject
Holly Blue,2000,461500,190000,System.__ComObject
Holly Blue,2000,461500,190000,System.__ComObject
Holly Blue,2000,461500,190000,System.__ComObject
Holly Blue,2000,461500,190000,System.__ComObject
Holly Blue,2000,461500,190000,System.__ComObject
Holly Blue,2003,461200,163500,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2003,450700,165300,System.__ComObject
Holly Blue,2001,460400,214200,System.__ComObject
Holly Blue,2004,446600,209200,System.__ComObject
Holly Blue,2008,472300,195700,System.__ComObject
Holly Blue,2004,446700,209300,System.__ComObject
Holly Blue,2007,461600,179600,System.__ComObject
Holly Blue,2001,484400,162900,System.__ComObject
Holly Blue,2002,451000,165200,System.__ComObject
Holly Blue,2004,432700,182900,System.__ComObject
Holly Blue,2004,432700,182900,System.__ComObject
Holly Blue,2003,484500,163300,System.__ComObject
Holly Blue,2002,450800,165400,System.__ComObject
Holly Blue,2001,450800,165400,System.__ComObject
Holly Blue,2000,461000,187400,System.__ComObject
Holly Blue,2002,461000,187400,System.__ComObject
Holly Blue,2008,464900,169700,System.__ComObject
Holly Blue,2007,467200,170500,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2008,467200,170500,System.__ComObject
Holly Blue,2007,467200,170500,System.__ComObject
Holly Blue,2001,456900,191900,System.__ComObject
Holly Blue,2007,472100,196000,System.__ComObject
Holly Blue,2002,461000,187400,System.__ComObject
Holly Blue,2002,450700,165300,System.__ComObject
Holly Blue,2002,459900,214900,System.__ComObject
Holly Blue,2004,461000,187400,System.__ComObject
Holly Blue,2007,476500,200800,System.__ComObject
Holly Blue,2006,476600,200800,System.__ComObject
Holly Blue,2004,461200,163500,System.__ComObject
Holly Blue,2004,461200,163500,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2003,461500,190000,System.__ComObject
Holly Blue,2003,461500,190000,System.__ComObject
Holly Blue,2002,461500,190000,System.__ComObject
Holly Blue,2002,461500,190000,System.__ComObject
Holly Blue,2002,461500,190000,System.__ComObject
Holly Blue,2007,467500,191400,System.__ComObject
Holly Blue,2004,450800,165400,System.__ComObject
Holly Blue,2002,451200,165300,System.__ComObject
Holly Blue,2002,461300,210700,System.__ComObject
Holly Blue,2005,475800,199500,System.__ComObject
Holly Blue,2005,475800,199500,System.__ComObject
Holly Blue,2008,450800,165100,System.__ComObject
Holly Blue,2004,450700,165300,System.__ComObject
Holly Blue,2001,450800,165200,System.__ComObject
Holly Blue,2006,467500,191500,System.__ComObject
Holly Blue,2006,484300,163000,System.__ComObject
Holly Blue,2003,484500,162900,System.__ComObject
Holly Blue,2007,464900,169700,System.__ComObject
Holly Blue,2001,461500,190000,System.__ComObject
Holly Blue,2001,461000,187400,System.__ComObject
Holly Blue,2002,461000,187400,System.__ComObject
Holly Blue,2005,461000,187400,System.__ComObject
Holly Blue,2002,456400,192500,System.__ComObject
Holly Blue,2005,425800,220800,System.__ComObject
Holly Blue,2001,424800,220500,System.__ComObject
Holly Blue,2002,461600,211100,System.__ComObject
Holly Blue,2004,446400,209300,System.__ComObject
Holly Blue,2007,464900,169700,System.__ComObject
Holly Blue,2005,464900,169700,System.__ComObject
Holly Blue,2008,481200,182000,System.__ComObject
Holly Blue,2007,465400,170800,System.__ComObject
Holly Blue,2005,465400,170800,System.__ComObject
Holly Blue,2006,485300,179500,System.__ComObject
Holly Blue,2005,485300,179500,System.__ComObject
Holly Blue,2004,461000,187400,System.__ComObject
Holly Blue,2006,461000,187400,System.__ComObject
Holly Blue,2000,458800,180900,System.__ComObject
Holly Blue,2004,461900,179400,System.__ComObject
Holly Blue,2005,461900,179400,System.__ComObject
Holly Blue,2005,461500,190000,System.__ComObject
Holly Blue,2005,453630,227160,System.__ComObject
Holly Blue,2005,467200,170500,System.__ComObject
Holly Blue,2003,485400,179300,System.__ComObject
Holly Blue,2004,485300,179500,System.__ComObject
Holly Blue,2006,459800,214700,System.__ComObject
Holly Blue,2001,463400,173800,System.__ComObject
Holly Blue,2001,463400,173800,System.__ComObject
Holly Blue,2002,461600,211100,System.__ComObject
Holly Blue,2002,466800,191400,System.__ComObject
Holly Blue,2002,466800,191400,System.__ComObject
