CommonName,RecYear,Easting,Northing,SP_GEOMETRY
Holly Blue,1990,453500,210600,System.__ComObject
Holly Blue,1991,451800,221700,System.__ComObject
Holly Blue,1991,445000,235000,System.__ComObject
Holly Blue,1991,447500,190300,System.__ComObject
Holly Blue,1991,426500,218700,System.__ComObject
Holly Blue,1991,432400,211400,System.__ComObject
Holly Blue,1991,443000,248200,System.__ComObject
Holly Blue,1991,443200,247900,System.__ComObject
Holly Blue,1991,458000,182600,System.__ComObject
Holly Blue,1990,459700,205900,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1990,459900,205400,System.__ComObject
Holly Blue,1995,459700,206600,System.__ComObject
Holly Blue,1997,459700,206600,System.__ComObject
Holly Blue,1998,459700,206600,System.__ComObject
Holly Blue,1992,459900,206700,System.__ComObject
Holly Blue,1995,459100,207300,System.__ComObject
Holly Blue,1991,427100,209200,System.__ComObject
Holly Blue,1991,426300,215300,System.__ComObject
Holly Blue,1998,427900,216900,System.__ComObject
Holly Blue,1997,427900,216900,System.__ComObject
Holly Blue,1991,427600,216800,System.__ComObject
Holly Blue,1990,443000,229300,System.__ComObject
Holly Blue,1992,452100,206100,System.__ComObject
Holly Blue,1992,449400,233700,System.__ComObject
Holly Blue,1992,449400,234200,System.__ComObject
Holly Blue,1991,445600,251300,System.__ComObject
Holly Blue,1992,448400,237000,System.__ComObject
Holly Blue,1997,452100,206700,System.__ComObject
Holly Blue,1991,421700,209500,System.__ComObject
Holly Blue,1991,421800,209900,System.__ComObject
Holly Blue,1991,421700,197700,System.__ComObject
Holly Blue,1992,423400,210800,System.__ComObject
Holly Blue,1991,423400,217000,System.__ComObject
Holly Blue,1998,423600,189100,System.__ComObject
Holly Blue,1991,423700,188800,System.__ComObject
Holly Blue,1991,423600,189000,System.__ComObject
Holly Blue,1997,423600,189100,System.__ComObject
Holly Blue,1991,423200,197700,System.__ComObject
Holly Blue,1991,424400,207100,System.__ComObject
Holly Blue,1992,424100,213300,System.__ComObject
Holly Blue,1991,425300,214900,System.__ComObject
Holly Blue,1991,425000,217500,System.__ComObject
Holly Blue,1991,424200,218700,System.__ComObject
Holly Blue,1992,424300,230200,System.__ComObject
Holly Blue,1992,426400,230100,System.__ComObject
Holly Blue,1992,426600,224400,System.__ComObject
Holly Blue,1991,427000,227300,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1991,459100,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1992,459200,186800,System.__ComObject
Holly Blue,1991,460000,205400,System.__ComObject
Holly Blue,1991,460000,205400,System.__ComObject
Holly Blue,1991,460000,205400,System.__ComObject
Holly Blue,1991,460000,205400,System.__ComObject
Holly Blue,1991,460000,205400,System.__ComObject
Holly Blue,1991,460000,205500,System.__ComObject
Holly Blue,1991,460000,205900,System.__ComObject
Holly Blue,1991,460100,205600,System.__ComObject
Holly Blue,1997,460300,205300,System.__ComObject
Holly Blue,1991,460300,206500,System.__ComObject
Holly Blue,1990,460600,206400,System.__ComObject
Holly Blue,1997,435200,187700,System.__ComObject
Holly Blue,1997,435200,187700,System.__ComObject
Holly Blue,1998,435200,187700,System.__ComObject
Holly Blue,1998,435200,187700,System.__ComObject
Holly Blue,1998,435200,187700,System.__ComObject
Holly Blue,1998,435100,187800,System.__ComObject
Holly Blue,1998,435100,187800,System.__ComObject
Holly Blue,1990,431000,227400,System.__ComObject
Holly Blue,1992,431500,229300,System.__ComObject
Holly Blue,1998,430600,194800,System.__ComObject
Holly Blue,1991,433000,201700,System.__ComObject
Holly Blue,1991,433800,200850,System.__ComObject
Holly Blue,1998,433500,202700,System.__ComObject
Holly Blue,1991,433700,206200,System.__ComObject
Holly Blue,1991,433000,213500,System.__ComObject
Holly Blue,1990,433600,228200,System.__ComObject
Holly Blue,1990,432900,209900,System.__ComObject
Holly Blue,1998,434900,202500,System.__ComObject
Holly Blue,1990,434200,205600,System.__ComObject
Holly Blue,1990,435400,204700,System.__ComObject
Holly Blue,1990,435800,235000,System.__ComObject
Holly Blue,1991,435500,243400,System.__ComObject
Holly Blue,1997,434000,184000,System.__ComObject
Holly Blue,1998,435200,187500,System.__ComObject
Holly Blue,1998,435200,187500,System.__ComObject
Holly Blue,1997,435100,188500,System.__ComObject
Holly Blue,1997,435200,188000,System.__ComObject
Holly Blue,1997,435200,188000,System.__ComObject
Holly Blue,1997,460000,180600,System.__ComObject
Holly Blue,1997,460300,185400,System.__ComObject
Holly Blue,1997,463000,193000,System.__ComObject
Holly Blue,1998,460800,201400,System.__ComObject
Holly Blue,1991,465800,201500,System.__ComObject
Holly Blue,1991,465000,200900,System.__ComObject
Holly Blue,1992,464700,203800,System.__ComObject
Holly Blue,1991,441800,202900,System.__ComObject
Holly Blue,1997,444500,207200,System.__ComObject
Holly Blue,1998,444500,207200,System.__ComObject
Holly Blue,1990,440400,208500,System.__ComObject
Holly Blue,1990,436600,236800,System.__ComObject
Holly Blue,1992,436100,241600,System.__ComObject
Holly Blue,1990,437500,242500,System.__ComObject
Holly Blue,1991,436400,197700,System.__ComObject
Holly Blue,1990,438900,202300,System.__ComObject
Holly Blue,1990,438700,230400,System.__ComObject
Holly Blue,1997,439900,234300,System.__ComObject
Holly Blue,1992,438300,234400,System.__ComObject
Holly Blue,1998,439900,234300,System.__ComObject
Holly Blue,1992,439100,237900,System.__ComObject
Holly Blue,1992,438200,238200,System.__ComObject
Holly Blue,1997,439300,245000,System.__ComObject
Holly Blue,1990,439400,245500,System.__ComObject
Holly Blue,1991,465500,189300,System.__ComObject
Holly Blue,1992,467000,182200,System.__ComObject
Holly Blue,1992,468300,204500,System.__ComObject
Holly Blue,1998,468500,175700,System.__ComObject
Holly Blue,1997,468500,175700,System.__ComObject
Holly Blue,1998,468500,175700,System.__ComObject
Holly Blue,1998,468500,175700,System.__ComObject
Holly Blue,1997,468500,175700,System.__ComObject
Holly Blue,1997,469900,179400,System.__ComObject
Holly Blue,1998,469900,179400,System.__ComObject
Holly Blue,1995,475700,181500,System.__ComObject
Holly Blue,1997,475700,181500,System.__ComObject
Holly Blue,1998,475700,181500,System.__ComObject
Holly Blue,1997,475900,181600,System.__ComObject
Holly Blue,1990,475900,182600,System.__ComObject
Holly Blue,1997,444100,217700,System.__ComObject
Holly Blue,1992,443800,233200,System.__ComObject
Holly Blue,1991,443300,236500,System.__ComObject
Holly Blue,1991,443800,238300,System.__ComObject
Holly Blue,1990,443800,247300,System.__ComObject
Holly Blue,1990,443100,188200,System.__ComObject
Holly Blue,1990,443300,191400,System.__ComObject
Holly Blue,1990,445600,202200,System.__ComObject
Holly Blue,1990,444200,204400,System.__ComObject
Holly Blue,1990,444500,207200,System.__ComObject
Holly Blue,1992,444500,207200,System.__ComObject
Holly Blue,1991,444500,207200,System.__ComObject
Holly Blue,1991,444500,216700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1991,444100,217700,System.__ComObject
Holly Blue,1992,444100,217700,System.__ComObject
Holly Blue,1994,444100,217700,System.__ComObject
Holly Blue,1994,444100,217700,System.__ComObject
Holly Blue,1998,444100,217700,System.__ComObject
Holly Blue,1990,444600,229400,System.__ComObject
Holly Blue,1990,445700,228400,System.__ComObject
Holly Blue,1990,445200,235300,System.__ComObject
Holly Blue,1992,445500,237400,System.__ComObject
Holly Blue,1995,476100,181900,System.__ComObject
Holly Blue,1994,476200,181800,System.__ComObject
Holly Blue,1994,476200,181800,System.__ComObject
Holly Blue,1990,476100,183100,System.__ComObject
Holly Blue,1990,476300,182000,System.__ComObject
Holly Blue,1997,476100,182000,System.__ComObject
Holly Blue,1998,476100,182000,System.__ComObject
Holly Blue,1991,429700,221300,System.__ComObject
Holly Blue,1992,453400,201800,System.__ComObject
Holly Blue,1991,453400,201700,System.__ComObject
Holly Blue,1991,453400,201700,System.__ComObject
Holly Blue,1998,447100,226200,System.__ComObject
Holly Blue,1992,446400,231700,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1990,445600,196900,System.__ComObject
Holly Blue,1991,445400,196900,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1991,445500,196500,System.__ComObject
Holly Blue,1997,445300,198600,System.__ComObject
Holly Blue,1995,444500,198200,System.__ComObject
Holly Blue,1997,444500,198200,System.__ComObject
Holly Blue,1991,444700,198700,System.__ComObject
Holly Blue,1991,446900,214300,System.__ComObject
Holly Blue,1997,446200,216500,System.__ComObject
Holly Blue,1998,446200,216500,System.__ComObject
Holly Blue,1991,447700,225700,System.__ComObject
Holly Blue,1990,447000,225900,System.__ComObject
Holly Blue,1990,447700,225700,System.__ComObject
Holly Blue,1990,447700,225700,System.__ComObject
Holly Blue,1990,447700,225700,System.__ComObject
Holly Blue,1990,447700,225700,System.__ComObject
Holly Blue,1992,447700,225700,System.__ComObject
Holly Blue,1997,447700,225700,System.__ComObject
Holly Blue,1998,447700,225700,System.__ComObject
Holly Blue,1997,447200,235500,System.__ComObject
Holly Blue,1992,447200,235600,System.__ComObject
Holly Blue,1990,427900,217900,System.__ComObject
Holly Blue,1992,424100,189100,System.__ComObject
Holly Blue,1991,438600,240100,System.__ComObject
Holly Blue,1990,435600,237800,System.__ComObject
Holly Blue,1990,449700,228600,System.__ComObject
Holly Blue,1991,452300,231700,System.__ComObject
Holly Blue,1991,450900,204000,System.__ComObject
Holly Blue,1991,450900,204000,System.__ComObject
Holly Blue,1990,450900,204000,System.__ComObject
Holly Blue,1990,450900,204000,System.__ComObject
Holly Blue,1990,455800,188000,System.__ComObject
Holly Blue,1992,451100,207000,System.__ComObject
Holly Blue,1992,451100,207000,System.__ComObject
Holly Blue,1991,470300,206400,System.__ComObject
Holly Blue,1990,470300,206300,System.__ComObject
Holly Blue,1997,460400,198900,System.__ComObject
Holly Blue,1998,431300,212500,System.__ComObject
Holly Blue,1997,434200,193500,System.__ComObject
Holly Blue,1998,434200,193500,System.__ComObject
Holly Blue,1991,434200,193500,System.__ComObject
Holly Blue,1992,434200,193500,System.__ComObject
Holly Blue,1990,447600,226000,System.__ComObject
Holly Blue,1992,447600,226000,System.__ComObject
Holly Blue,1990,447600,226100,System.__ComObject
Holly Blue,1990,444800,224800,System.__ComObject
Holly Blue,1997,446900,191200,System.__ComObject
Holly Blue,1990,460800,226000,System.__ComObject
Holly Blue,1991,449600,201500,System.__ComObject
Holly Blue,1991,437800,237900,System.__ComObject
Holly Blue,1991,449300,199100,System.__ComObject
Holly Blue,1991,449700,198500,System.__ComObject
Holly Blue,1990,446800,191800,System.__ComObject
Holly Blue,1990,446800,191800,System.__ComObject
Holly Blue,1990,446800,191800,System.__ComObject
Holly Blue,1990,446800,191800,System.__ComObject
Holly Blue,1990,446800,191800,System.__ComObject
Holly Blue,1992,446800,191800,System.__ComObject
Holly Blue,1997,446800,191800,System.__ComObject
Holly Blue,1998,446800,191800,System.__ComObject
Holly Blue,1997,447700,192000,System.__ComObject
Holly Blue,1991,447800,193900,System.__ComObject
Holly Blue,1991,447800,194800,System.__ComObject
Holly Blue,1990,448100,205400,System.__ComObject
Holly Blue,1997,448500,212400,System.__ComObject
Holly Blue,1998,448500,212400,System.__ComObject
Holly Blue,1991,448400,215700,System.__ComObject
Holly Blue,1991,444100,217600,System.__ComObject
Holly Blue,1991,449100,246700,System.__ComObject
Holly Blue,1997,449600,184100,System.__ComObject
Holly Blue,1991,449700,188500,System.__ComObject
Holly Blue,1991,449100,188800,System.__ComObject
Holly Blue,1991,449100,188800,System.__ComObject
Holly Blue,1997,449400,195100,System.__ComObject
Holly Blue,1997,449400,195100,System.__ComObject
Holly Blue,1998,449400,195100,System.__ComObject
Holly Blue,1990,445500,198500,System.__ComObject
Holly Blue,1993,449700,198500,System.__ComObject
Holly Blue,1998,449300,199100,System.__ComObject
Holly Blue,1997,449500,199100,System.__ComObject
Holly Blue,1994,449700,198500,System.__ComObject
Holly Blue,1997,449800,198600,System.__ComObject
Holly Blue,1993,445300,238700,System.__ComObject
Holly Blue,1990,442100,235700,System.__ComObject
Holly Blue,1991,442100,235700,System.__ComObject
Holly Blue,1992,442100,235700,System.__ComObject
Holly Blue,1992,442300,235500,System.__ComObject
Holly Blue,1991,472800,205500,System.__ComObject
Holly Blue,1991,473500,205300,System.__ComObject
Holly Blue,1997,473500,205300,System.__ComObject
Holly Blue,1991,427400,224800,System.__ComObject
Holly Blue,1992,459500,196700,System.__ComObject
Holly Blue,1991,431500,222500,System.__ComObject
Holly Blue,1991,431500,222500,System.__ComObject
Holly Blue,1990,449500,225800,System.__ComObject
Holly Blue,1998,437700,229900,System.__ComObject
Holly Blue,1990,440300,205700,System.__ComObject
Holly Blue,1997,460900,189100,System.__ComObject
Holly Blue,1998,460900,189100,System.__ComObject
Holly Blue,1995,471200,187500,System.__ComObject
Holly Blue,1990,472000,188000,System.__ComObject
Holly Blue,1990,472000,188000,System.__ComObject
Holly Blue,1990,472000,188000,System.__ComObject
Holly Blue,1990,472000,188000,System.__ComObject
Holly Blue,1998,452700,205100,System.__ComObject
Holly Blue,1998,452700,205100,System.__ComObject
Holly Blue,1990,453000,204900,System.__ComObject
Holly Blue,1991,453000,204900,System.__ComObject
Holly Blue,1994,452700,205100,System.__ComObject
Holly Blue,1994,452700,205100,System.__ComObject
Holly Blue,1992,452700,205100,System.__ComObject
Holly Blue,1997,452700,205100,System.__ComObject
Holly Blue,1992,453300,204800,System.__ComObject
Holly Blue,1992,451500,231500,System.__ComObject
Holly Blue,1990,451000,187900,System.__ComObject
Holly Blue,1992,450100,195600,System.__ComObject
Holly Blue,1992,450200,194200,System.__ComObject
Holly Blue,1992,450500,194000,System.__ComObject
Holly Blue,1995,450500,198600,System.__ComObject
Holly Blue,1997,450500,198600,System.__ComObject
Holly Blue,1993,450800,198300,System.__ComObject
Holly Blue,1994,450800,198300,System.__ComObject
Holly Blue,1993,450600,198500,System.__ComObject
Holly Blue,1990,452400,201400,System.__ComObject
Holly Blue,1991,452400,201400,System.__ComObject
Holly Blue,1991,452400,201400,System.__ComObject
Holly Blue,1990,453300,201600,System.__ComObject
Holly Blue,1991,452800,203400,System.__ComObject
Holly Blue,1990,452600,206100,System.__ComObject
Holly Blue,1990,453400,202900,System.__ComObject
Holly Blue,1998,452700,205100,System.__ComObject
Holly Blue,1998,452700,205100,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1992,452200,204600,System.__ComObject
Holly Blue,1995,471700,187900,System.__ComObject
Holly Blue,1990,472000,188000,System.__ComObject
Holly Blue,1995,471700,182200,System.__ComObject
Holly Blue,1990,470000,193500,System.__ComObject
Holly Blue,1991,455900,187200,System.__ComObject
Holly Blue,1990,454300,189600,System.__ComObject
Holly Blue,1992,453900,230900,System.__ComObject
Holly Blue,1997,453000,185500,System.__ComObject
Holly Blue,1990,453500,187700,System.__ComObject
Holly Blue,1991,452500,190100,System.__ComObject
Holly Blue,1991,455700,204900,System.__ComObject
Holly Blue,1998,455600,205300,System.__ComObject
Holly Blue,1990,455400,205500,System.__ComObject
Holly Blue,1990,454000,208100,System.__ComObject
Holly Blue,1992,454000,227400,System.__ComObject
Holly Blue,1991,454800,229300,System.__ComObject
Holly Blue,1992,454300,230700,System.__ComObject
Holly Blue,1990,456200,202200,System.__ComObject
Holly Blue,1991,456000,214000,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1991,456100,189100,System.__ComObject
Holly Blue,1990,456600,193500,System.__ComObject
Holly Blue,1990,456600,193500,System.__ComObject
Holly Blue,1990,457500,195200,System.__ComObject
Holly Blue,1990,459700,200900,System.__ComObject
Holly Blue,1991,458000,202000,System.__ComObject
Holly Blue,1992,459900,205400,System.__ComObject
Holly Blue,1992,459900,205400,System.__ComObject
Holly Blue,1997,459900,205400,System.__ComObject
Holly Blue,1997,459900,205400,System.__ComObject
Holly Blue,1997,459900,205400,System.__ComObject
Holly Blue,1997,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1991,459900,205400,System.__ComObject
Holly Blue,1998,459900,205400,System.__ComObject
Holly Blue,1998,459900,205400,System.__ComObject
Holly Blue,1998,459600,205500,System.__ComObject
Holly Blue,1998,458900,205300,System.__ComObject
Holly Blue,1990,458300,222300,System.__ComObject
Holly Blue,1992,458200,229700,System.__ComObject
Holly Blue,1995,459200,186800,System.__ComObject
Holly Blue,1997,459200,186800,System.__ComObject
Holly Blue,1990,459100,186500,System.__ComObject
Holly Blue,1991,459300,186400,System.__ComObject
Holly Blue,1991,459300,186400,System.__ComObject
Holly Blue,1992,461900,200900,System.__ComObject
Holly Blue,1991,460600,202800,System.__ComObject
Holly Blue,1991,461300,202900,System.__ComObject
Holly Blue,1997,458000,190700,System.__ComObject
Holly Blue,1990,458600,190700,System.__ComObject
Holly Blue,1990,460000,205400,System.__ComObject
Holly Blue,1990,460000,205500,System.__ComObject
Holly Blue,1990,460000,205500,System.__ComObject
Holly Blue,1990,460000,205500,System.__ComObject
Holly Blue,1990,460000,205500,System.__ComObject
Holly Blue,1990,461200,205600,System.__ComObject
Holly Blue,1995,462900,177800,System.__ComObject
Holly Blue,1997,462900,177800,System.__ComObject
Holly Blue,1998,460200,189000,System.__ComObject
Holly Blue,1998,460200,189000,System.__ComObject
Holly Blue,1998,460200,189000,System.__ComObject
Holly Blue,1998,460200,189000,System.__ComObject
Holly Blue,1990,460300,189100,System.__ComObject
Holly Blue,1990,460800,189100,System.__ComObject
Holly Blue,1997,460200,189000,System.__ComObject
Holly Blue,1998,460200,189000,System.__ComObject
Holly Blue,1992,460300,189000,System.__ComObject
Holly Blue,1994,460300,189000,System.__ComObject
Holly Blue,1990,460400,188000,System.__ComObject
Holly Blue,1995,461500,190000,System.__ComObject
Holly Blue,1998,461500,190000,System.__ComObject
Holly Blue,1998,461500,190000,System.__ComObject
Holly Blue,1998,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461500,190000,System.__ComObject
Holly Blue,1997,461000,191000,System.__ComObject
Holly Blue,1997,461000,193000,System.__ComObject
Holly Blue,1992,462000,200800,System.__ComObject
Holly Blue,1991,462300,202600,System.__ComObject
Holly Blue,1998,462800,203100,System.__ComObject
Holly Blue,1992,462900,202200,System.__ComObject
Holly Blue,1991,463500,202100,System.__ComObject
Holly Blue,1991,462900,206400,System.__ComObject
Holly Blue,1990,463600,216300,System.__ComObject
Holly Blue,1997,462000,191500,System.__ComObject
Holly Blue,1998,462000,191600,System.__ComObject
Holly Blue,1995,468900,181700,System.__ComObject
Holly Blue,1997,468900,181700,System.__ComObject
Holly Blue,1998,468900,181700,System.__ComObject
Holly Blue,1992,468900,194700,System.__ComObject
Holly Blue,1991,471600,200500,System.__ComObject
Holly Blue,1998,470600,205700,System.__ComObject
Holly Blue,1995,472800,201600,System.__ComObject
Holly Blue,1997,472800,201600,System.__ComObject
Holly Blue,1995,472500,180900,System.__ComObject
Holly Blue,1993,475700,181500,System.__ComObject
Holly Blue,1991,475800,181200,System.__ComObject
Holly Blue,1998,448200,209300,System.__ComObject
Holly Blue,1991,422800,198200,System.__ComObject
Holly Blue,1990,450000,195800,System.__ComObject
Holly Blue,1998,470600,181800,System.__ComObject
Holly Blue,1995,469700,181700,System.__ComObject
Holly Blue,1998,462900,216100,System.__ComObject
Holly Blue,1998,462700,216000,System.__ComObject
Holly Blue,1991,462800,216300,System.__ComObject
Holly Blue,1998,468700,195600,System.__ComObject
Holly Blue,1997,468700,195700,System.__ComObject
Holly Blue,1991,468700,195700,System.__ComObject
Holly Blue,1991,468700,195700,System.__ComObject
Holly Blue,1990,450800,198400,System.__ComObject
Holly Blue,1990,450800,198400,System.__ComObject
Holly Blue,1990,452200,197300,System.__ComObject
