SP_GEOMETRY,CommonName,Easting,Northing,RecYear
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,460170,185630,2004
System.__ComObject,Whitethroat,452310,203700,2004
System.__ComObject,Whitethroat,452310,203700,2004
System.__ComObject,Whitethroat,452310,203700,2004
System.__ComObject,Whitethroat,452310,203700,2004
System.__ComObject,Whitethroat,436680,200420,2004
System.__ComObject,Whitethroat,423960,189940,2004
System.__ComObject,Whitethroat,459250,213930,2004
System.__ComObject,Whitethroat,459250,213930,2004
System.__ComObject,Whitethroat,459250,213930,2004
System.__ComObject,Whitethroat,436630,201100,2004
System.__ComObject,Whitethroat,436630,201100,2004
System.__ComObject,Whitethroat,435340,201130,2004
System.__ComObject,Whitethroat,437150,200560,2004
System.__ComObject,Whitethroat,437150,200560,2004
System.__ComObject,Whitethroat,437150,200560,2004
System.__ComObject,Whitethroat,437150,200560,2004
System.__ComObject,Whitethroat,460170,185630,2006
System.__ComObject,Whitethroat,460170,185630,2006
System.__ComObject,Whitethroat,460170,185630,2006
System.__ComObject,Whitethroat,453760,227240,2006
System.__ComObject,Whitethroat,459250,213930,2006
System.__ComObject,Whitethroat,436630,201100,2006
System.__ComObject,Whitethroat,436630,201100,2006
System.__ComObject,Whitethroat,474400,175900,1987
System.__ComObject,Whitethroat,446700,199500,1994
System.__ComObject,Whitethroat,455600,209600,1991
System.__ComObject,Whitethroat,446800,201100,1993
System.__ComObject,Whitethroat,476500,177900,1984
System.__ComObject,Whitethroat,470300,206300,1988
System.__ComObject,Whitethroat,435600,231050,1986
System.__ComObject,Whitethroat,457000,212800,2009
System.__ComObject,Whitethroat,457000,212800,2009
System.__ComObject,Whitethroat,462100,177900,2002
System.__ComObject,Whitethroat,478450,175690,1991
System.__ComObject,Whitethroat,478450,175690,1991
System.__ComObject,Whitethroat,463800,165700,1981
System.__ComObject,Whitethroat,462000,172200,1988
System.__ComObject,Whitethroat,470400,173800,1985
System.__ComObject,Whitethroat,473400,167300,1986
System.__ComObject,Whitethroat,445300,167700,1976
System.__ComObject,Whitethroat,444300,167500,1976
System.__ComObject,Whitethroat,470700,170500,1976
System.__ComObject,Whitethroat,481900,179500,1976
System.__ComObject,Whitethroat,473700,171700,1986
System.__ComObject,Whitethroat,478200,180400,1994
System.__ComObject,Whitethroat,494300,168800,1978
System.__ComObject,Whitethroat,455330,181230,2004
System.__ComObject,Whitethroat,472600,171700,
System.__ComObject,Whitethroat,489400,173600,1983
System.__ComObject,Whitethroat,461200,163500,1986
System.__ComObject,Whitethroat,468700,170300,1974
System.__ComObject,Whitethroat,477000,168000,1975
System.__ComObject,Whitethroat,489500,184000,1974
System.__ComObject,Whitethroat,482900,161300,1974
System.__ComObject,Whitethroat,442500,166500,1976
System.__ComObject,Whitethroat,463200,169600,1976
System.__ComObject,Whitethroat,465200,177200,1982
System.__ComObject,Whitethroat,446000,167300,1988
System.__ComObject,Whitethroat,455300,180800,1980
System.__ComObject,Whitethroat,489360,173870,1983
System.__ComObject,Whitethroat,481260,182050,1991
System.__ComObject,Whitethroat,489400,173600,1992
System.__ComObject,Whitethroat,489100,174500,1992
System.__ComObject,Whitethroat,489400,173600,1991
System.__ComObject,Whitethroat,489100,174500,1991
System.__ComObject,Whitethroat,463800,173760,1979
System.__ComObject,Whitethroat,481300,182000,1975
System.__ComObject,Whitethroat,463800,173760,1972
System.__ComObject,Whitethroat,461090,163400,2000
System.__ComObject,Whitethroat,484400,162800,1994
System.__ComObject,Whitethroat,478500,175700,1994
System.__ComObject,Whitethroat,468700,170300,1994
System.__ComObject,Whitethroat,481400,162300,1993
System.__ComObject,Whitethroat,470300,174500,1985
System.__ComObject,Whitethroat,463430,174040,1995
System.__ComObject,Whitethroat,485300,176400,1980
System.__ComObject,Whitethroat,466250,177170,2004
System.__ComObject,Whitethroat,445200,169220,2001
System.__ComObject,Whitethroat,445200,169220,2002
System.__ComObject,Whitethroat,477600,178300,1990
System.__ComObject,Whitethroat,463670,174090,1992
System.__ComObject,Whitethroat,463800,173760,1979
System.__ComObject,Whitethroat,469860,171170,2004
System.__ComObject,Whitethroat,478500,175000,1994
System.__ComObject,Whitethroat,478200,180400,1994
System.__ComObject,Whitethroat,478000,172000,1994
System.__ComObject,Whitethroat,478450,175690,1991
System.__ComObject,Whitethroat,432880,182870,2002
System.__ComObject,Whitethroat,502300,175900,1998
System.__ComObject,Whitethroat,502300,175900,1999
System.__ComObject,Whitethroat,502300,175900,2000
System.__ComObject,Whitethroat,469700,171700,2009
System.__ComObject,Whitethroat,481000,162200,2006
System.__ComObject,Whitethroat,436100,182300,2003
System.__ComObject,Whitethroat,434600,181600,2002
System.__ComObject,Whitethroat,434100,180500,2007
System.__ComObject,Whitethroat,481400,162300,1994
System.__ComObject,Whitethroat,489400,182900,1994
System.__ComObject,Whitethroat,478450,175690,1988
System.__ComObject,Whitethroat,490500,171900,1994
System.__ComObject,Whitethroat,481260,182050,1975
System.__ComObject,Whitethroat,438660,166280,2005
System.__ComObject,Whitethroat,471200,171300,1994
System.__ComObject,Whitethroat,469700,171700,1994
System.__ComObject,Whitethroat,470200,171800,1994
System.__ComObject,Whitethroat,469500,171300,1994
System.__ComObject,Whitethroat,472900,170500,1994
System.__ComObject,Whitethroat,468300,171400,1994
System.__ComObject,Whitethroat,464700,174000,1985
System.__ComObject,Whitethroat,484200,162700,1999
System.__ComObject,Whitethroat,484200,162700,1999
System.__ComObject,Whitethroat,484200,162700,1999
System.__ComObject,Whitethroat,468800,171100,1994
System.__ComObject,Whitethroat,469200,171200,1994
System.__ComObject,Whitethroat,468100,174700,1994
System.__ComObject,Whitethroat,470300,174500,1994
System.__ComObject,Whitethroat,486500,167300,1993
System.__ComObject,Whitethroat,490200,171700,1993
System.__ComObject,Whitethroat,483500,176400,1992
System.__ComObject,Whitethroat,450800,165500,1983
System.__ComObject,Whitethroat,485300,171400,1991
System.__ComObject,Whitethroat,484650,163220,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,484310,162820,2007
System.__ComObject,Whitethroat,482200,161900,1990
System.__ComObject,Whitethroat,477100,167300,1990
System.__ComObject,Whitethroat,445200,169220,2002
System.__ComObject,Whitethroat,445200,169200,2002
System.__ComObject,Whitethroat,436318,200778,2008
System.__ComObject,Whitethroat,435628,201115,2008
System.__ComObject,Whitethroat,463684,220024,2008
System.__ComObject,Whitethroat,433080,177170,2003
System.__ComObject,Whitethroat,485800,168700,1985
System.__ComObject,Whitethroat,438150,164100,2003
System.__ComObject,Whitethroat,484310,162820,2003
System.__ComObject,Whitethroat,436244,201360,2008
System.__ComObject,Whitethroat,436244,201010,2008
System.__ComObject,Whitethroat,460097,185491,2008
System.__ComObject,Whitethroat,478000,172000,1988
System.__ComObject,Whitethroat,436970,163990,1984
System.__ComObject,Whitethroat,485750,168740,1982
System.__ComObject,Whitethroat,494000,169100,1972
System.__ComObject,Whitethroat,446000,168700,1976
System.__ComObject,Whitethroat,438660,166280,2003
System.__ComObject,Whitethroat,445200,169220,2003
System.__ComObject,Whitethroat,464030,173850,1988
System.__ComObject,Whitethroat,464030,173850,1991
System.__ComObject,Whitethroat,464700,169700,1994
System.__ComObject,Whitethroat,433320,168780,2004
System.__ComObject,Whitethroat,484310,162820,2005
System.__ComObject,Whitethroat,484310,162820,2005
System.__ComObject,Whitethroat,470700,170500,1994
System.__ComObject,Whitethroat,489360,173870,1982
System.__ComObject,Whitethroat,469200,171200,1994
System.__ComObject,Whitethroat,433320,168780,2004
System.__ComObject,Whitethroat,433320,168780,2004
System.__ComObject,Whitethroat,445200,169220,2004
System.__ComObject,Whitethroat,445200,169220,2004
System.__ComObject,Whitethroat,445200,169220,2004
System.__ComObject,Whitethroat,445200,169220,2004
System.__ComObject,Whitethroat,463800,173760,1995
System.__ComObject,Whitethroat,463800,173760,1992
System.__ComObject,Whitethroat,463700,174000,2001
System.__ComObject,Whitethroat,445200,169220,2005
System.__ComObject,Whitethroat,463800,173760,1971
System.__ComObject,Whitethroat,463800,173760,1988
System.__ComObject,Whitethroat,463800,173760,1991
System.__ComObject,Whitethroat,478450,175690,2005
System.__ComObject,Whitethroat,438150,164100,2005
System.__ComObject,Whitethroat,438150,164100,2006
System.__ComObject,Whitethroat,437000,164000,2006
System.__ComObject,Whitethroat,433320,168780,2006
System.__ComObject,Whitethroat,478450,175690,1984
System.__ComObject,Whitethroat,478450,175690,1976
System.__ComObject,Whitethroat,478450,175690,1988
System.__ComObject,Whitethroat,453600,169300,1979
System.__ComObject,Whitethroat,464053,219964,2008
System.__ComObject,Whitethroat,435586,201300,2008
System.__ComObject,Whitethroat,435147,199623,2008
System.__ComObject,Whitethroat,435366,199653,2008
System.__ComObject,Whitethroat,437137,200811,2008
System.__ComObject,Whitethroat,435908,200959,2008
System.__ComObject,Whitethroat,435586,201300,2008
System.__ComObject,Whitethroat,484385,162476,2008
System.__ComObject,Whitethroat,484485,162686,2008
System.__ComObject,Whitethroat,484591,162872,2008
System.__ComObject,Whitethroat,484701,162992,2008
System.__ComObject,Whitethroat,484701,162992,2008
System.__ComObject,Whitethroat,464182,219954,2008
System.__ComObject,Whitethroat,436813,201334,2008
System.__ComObject,Whitethroat,461600,179500,1899
System.__ComObject,Whitethroat,461600,179600,2000
System.__ComObject,Whitethroat,459600,216900,1999
System.__ComObject,Whitethroat,459600,166800,2001
System.__ComObject,Whitethroat,459600,166800,2001
System.__ComObject,Whitethroat,434888,199905,2008
System.__ComObject,Whitethroat,463684,220024,2008
System.__ComObject,Whitethroat,463883,219994,2008
System.__ComObject,Whitethroat,436656,200344,2008
System.__ComObject,Whitethroat,436120,200757,2009
System.__ComObject,Whitethroat,435387,201220,2009
System.__ComObject,Whitethroat,460097,185491,2009
System.__ComObject,Whitethroat,462364,201619,2009
System.__ComObject,Whitethroat,462518,201358,2009
System.__ComObject,Whitethroat,436592,201187,2009
System.__ComObject,Whitethroat,436658,201125,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,458885,214188,2010
System.__ComObject,Whitethroat,435290,200249,2010
System.__ComObject,Whitethroat,435340,200574,2010
System.__ComObject,Whitethroat,459019,214294,2010
System.__ComObject,Whitethroat,459296,214135,2010
System.__ComObject,Whitethroat,460097,185491,2010
System.__ComObject,Whitethroat,459918,185384,2010
System.__ComObject,Whitethroat,466480,219940,2011
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,463883,219994,2010
System.__ComObject,Whitethroat,463883,219994,2010
System.__ComObject,Whitethroat,460297,185658,2010
System.__ComObject,Whitethroat,435857,200965,2010
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,463457,219994,2010
System.__ComObject,Whitethroat,436669,200872,2010
System.__ComObject,Whitethroat,433332,168724,2010
System.__ComObject,Whitethroat,459600,166800,2004
System.__ComObject,Whitethroat,459600,166800,2004
System.__ComObject,Whitethroat,436658,201125,2010
System.__ComObject,Whitethroat,436392,201577,2010
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,462518,201358,2010
System.__ComObject,Whitethroat,436479,200475,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,459019,214294,2011
System.__ComObject,Whitethroat,459429,213810,2011
System.__ComObject,Whitethroat,459147,213985,2011
System.__ComObject,Whitethroat,436392,201577,2011
System.__ComObject,Whitethroat,436580,201555,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,435857,200965,2011
System.__ComObject,Whitethroat,435147,199623,2011
System.__ComObject,Whitethroat,435404,199914,2011
System.__ComObject,Whitethroat,459600,166800,2002
System.__ComObject,Whitethroat,451800,197700,2009
System.__ComObject,Whitethroat,455800,205800,2009
System.__ComObject,Whitethroat,455700,205300,2009
System.__ComObject,Whitethroat,459660,166860,2000
System.__ComObject,Whitethroat,459660,166860,2000
System.__ComObject,Whitethroat,459660,166860,2000
System.__ComObject,Whitethroat,459660,166860,2000
System.__ComObject,Whitethroat,489360,173870,2010
System.__ComObject,Whitethroat,489360,173870,2010
System.__ComObject,Whitethroat,484310,162820,2011
System.__ComObject,Whitethroat,485400,162800,2011
System.__ComObject,Whitethroat,464053,219964,2009
System.__ComObject,Whitethroat,460411,214178,2009
System.__ComObject,Whitethroat,435586,201300,2009
System.__ComObject,Whitethroat,459296,214135,2009
System.__ComObject,Whitethroat,459736,185260,2009
System.__ComObject,Whitethroat,435876,200956,2009
System.__ComObject,Whitethroat,436690,200427,2009
System.__ComObject,Whitethroat,449800,215000,2005
System.__ComObject,Whitethroat,436244,201010,2008
System.__ComObject,Whitethroat,435580,200561,2008
System.__ComObject,Whitethroat,436658,201125,2008
System.__ComObject,Whitethroat,435628,201115,2008
System.__ComObject,Whitethroat,481400,162300,2013
System.__ComObject,Whitethroat,464182,219954,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,436399,201183,2011
System.__ComObject,Whitethroat,435857,200965,2011
System.__ComObject,Whitethroat,436669,200872,2011
System.__ComObject,Whitethroat,462640,201151,2011
System.__ComObject,Whitethroat,426148,220791,2008
System.__ComObject,Whitethroat,435908,200959,2008
System.__ComObject,Whitethroat,436108,200980,2008
System.__ComObject,Whitethroat,436806,201011,2008
System.__ComObject,Whitethroat,484385,162476,2008
System.__ComObject,Whitethroat,484485,162686,2008
System.__ComObject,Whitethroat,484591,162872,2008
System.__ComObject,Whitethroat,484701,162992,2008
System.__ComObject,Whitethroat,459429,213810,2008
System.__ComObject,Whitethroat,460111,185498,2008
System.__ComObject,Whitethroat,436669,200872,2008
System.__ComObject,Whitethroat,435521,200474,2008
System.__ComObject,Whitethroat,436580,201555,2008
System.__ComObject,Whitethroat,436543,201361,2008
System.__ComObject,Whitethroat,435586,201300,2008
System.__ComObject,Whitethroat,435628,201115,2008
System.__ComObject,Whitethroat,463684,220024,2008
System.__ComObject,Whitethroat,463883,219994,2008
System.__ComObject,Whitethroat,463883,219994,2008
System.__ComObject,Whitethroat,463883,219994,2008
System.__ComObject,Whitethroat,436244,201010,2008
System.__ComObject,Whitethroat,437137,200811,2008
System.__ComObject,Whitethroat,484414,163148,2008
System.__ComObject,Whitethroat,435628,201115,2008
System.__ComObject,Whitethroat,453713,227398,2008
System.__ComObject,Whitethroat,453569,227254,2008
System.__ComObject,Whitethroat,460297,185658,2008
System.__ComObject,Whitethroat,434849,200142,2008
System.__ComObject,Whitethroat,436492,200865,2008
System.__ComObject,Whitethroat,463883,219994,2008
System.__ComObject,Whitethroat,463684,220024,2008
System.__ComObject,Whitethroat,464053,219964,2008
System.__ComObject,Whitethroat,485150,162917,2008
System.__ComObject,Whitethroat,436479,200475,2008
System.__ComObject,Whitethroat,483984,162752,2008
System.__ComObject,Whitethroat,459520,214007,2008
System.__ComObject,Whitethroat,459483,213735,2008
System.__ComObject,Whitethroat,453569,227254,2008
System.__ComObject,Whitethroat,459019,214294,2008
System.__ComObject,Whitethroat,459019,214294,2008
System.__ComObject,Whitethroat,434849,200142,2008
System.__ComObject,Whitethroat,459736,185260,2008
System.__ComObject,Whitethroat,433327,168727,2008
System.__ComObject,Whitethroat,464182,219954,2008
System.__ComObject,Whitethroat,435999,201519,2008
System.__ComObject,Whitethroat,436244,201360,2008
System.__ComObject,Whitethroat,435404,199914,2008
System.__ComObject,Whitethroat,436703,200788,2008
System.__ComObject,Whitethroat,436392,201577,2008
System.__ComObject,Whitethroat,464053,219964,2008
System.__ComObject,Whitethroat,463883,219994,2009
System.__ComObject,Whitethroat,458885,214188,2009
System.__ComObject,Whitethroat,458885,214188,2009
System.__ComObject,Whitethroat,459414,213838,2008
System.__ComObject,Whitethroat,464053,219964,2008
System.__ComObject,Whitethroat,460097,185491,2009
System.__ComObject,Whitethroat,436656,200344,2009
System.__ComObject,Whitethroat,436108,200980,2009
System.__ComObject,Whitethroat,436543,201361,2009
System.__ComObject,Whitethroat,436543,201361,2009
System.__ComObject,Whitethroat,476974,175017,2010
System.__ComObject,Whitethroat,459314,213994,2009
System.__ComObject,Whitethroat,459147,213985,2009
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,435495,200845,2012
System.__ComObject,Whitethroat,435305,200773,2012
System.__ComObject,Whitethroat,436703,200788,2012
System.__ComObject,Whitethroat,464053,219964,2012
System.__ComObject,Whitethroat,435001,199812,2009
System.__ComObject,Whitethroat,484701,162992,2009
System.__ComObject,Whitethroat,459314,213994,2009
System.__ComObject,Whitethroat,436479,200475,2009
System.__ComObject,Whitethroat,436479,200475,2009
System.__ComObject,Whitethroat,460527,185987,2009
System.__ComObject,Whitethroat,435888,200654,2009
System.__ComObject,Whitethroat,462640,201151,2009
System.__ComObject,Whitethroat,435495,200845,2009
System.__ComObject,Whitethroat,435340,200574,2009
System.__ComObject,Whitethroat,459019,214294,2009
System.__ComObject,Whitethroat,437137,200811,2009
System.__ComObject,Whitethroat,435876,200956,2009
System.__ComObject,Whitethroat,459019,214294,2009
System.__ComObject,Whitethroat,459247,214096,2009
System.__ComObject,Whitethroat,436479,200475,2009
System.__ComObject,Whitethroat,462279,200654,2009
System.__ComObject,Whitethroat,459247,214096,2009
System.__ComObject,Whitethroat,436120,200757,2009
System.__ComObject,Whitethroat,435908,200959,2009
System.__ComObject,Whitethroat,436108,200980,2009
System.__ComObject,Whitethroat,436399,201183,2009
System.__ComObject,Whitethroat,436345,201443,2009
System.__ComObject,Whitethroat,463684,220024,2009
System.__ComObject,Whitethroat,463684,220024,2009
System.__ComObject,Whitethroat,460111,185498,2009
System.__ComObject,Whitethroat,459736,185260,2009
System.__ComObject,Whitethroat,460532,214022,2009
System.__ComObject,Whitethroat,437137,200811,2009
System.__ComObject,Whitethroat,459296,214135,2009
System.__ComObject,Whitethroat,458885,214188,2009
System.__ComObject,Whitethroat,436108,200980,2009
System.__ComObject,Whitethroat,459918,185384,2009
System.__ComObject,Whitethroat,435340,200574,2009
System.__ComObject,Whitethroat,453713,227398,2009
System.__ComObject,Whitethroat,453817,227274,2009
System.__ComObject,Whitethroat,453782,227088,2009
System.__ComObject,Whitethroat,436813,201334,2009
System.__ComObject,Whitethroat,437088,201368,2009
System.__ComObject,Whitethroat,436945,201217,2009
System.__ComObject,Whitethroat,436479,200475,2009
System.__ComObject,Whitethroat,436592,201187,2009
System.__ComObject,Whitethroat,437088,201368,2009
System.__ComObject,Whitethroat,464053,219964,2009
System.__ComObject,Whitethroat,464182,219954,2009
System.__ComObject,Whitethroat,453782,227088,2009
System.__ComObject,Whitethroat,481000,162200,2009
System.__ComObject,Whitethroat,481000,162200,2009
System.__ComObject,Whitethroat,463982,173699,2009
System.__ComObject,Whitethroat,463684,220024,2009
System.__ComObject,Whitethroat,459429,213810,2009
System.__ComObject,Whitethroat,436580,201555,2009
System.__ComObject,Whitethroat,436543,201361,2009
System.__ComObject,Whitethroat,436592,201187,2009
System.__ComObject,Whitethroat,436658,201125,2009
System.__ComObject,Whitethroat,463883,219994,2009
System.__ComObject,Whitethroat,481000,162200,2009
System.__ComObject,Whitethroat,459429,213810,2012
System.__ComObject,Whitethroat,459147,213985,2012
System.__ComObject,Whitethroat,436543,201361,2009
System.__ComObject,Whitethroat,435340,200574,2009
System.__ComObject,Whitethroat,435857,200965,2009
System.__ComObject,Whitethroat,433327,168727,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,435876,200956,2009
System.__ComObject,Whitethroat,464053,219964,2009
System.__ComObject,Whitethroat,435908,200959,2009
System.__ComObject,Whitethroat,436108,200980,2009
System.__ComObject,Whitethroat,435586,201300,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,462640,201151,2009
System.__ComObject,Whitethroat,436399,201183,2009
System.__ComObject,Whitethroat,436345,201443,2009
System.__ComObject,Whitethroat,436543,201361,2009
System.__ComObject,Whitethroat,436592,201187,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,464053,219964,2009
System.__ComObject,Whitethroat,460297,185658,2009
System.__ComObject,Whitethroat,464182,219954,2009
System.__ComObject,Whitethroat,435908,200959,2009
System.__ComObject,Whitethroat,460447,185873,2009
System.__ComObject,Whitethroat,462141,201199,2009
System.__ComObject,Whitethroat,460302,214418,2009
System.__ComObject,Whitethroat,463837,173571,2009
System.__ComObject,Whitethroat,463558,173803,2009
System.__ComObject,Whitethroat,459736,185260,2009
System.__ComObject,Whitethroat,435399,201248,2009
System.__ComObject,Whitethroat,484591,162872,2009
System.__ComObject,Whitethroat,436806,201011,2009
System.__ComObject,Whitethroat,436244,201360,2009
System.__ComObject,Whitethroat,436703,200788,2009
System.__ComObject,Whitethroat,436703,200788,2009
System.__ComObject,Whitethroat,462141,201199,2009
System.__ComObject,Whitethroat,464053,219964,2009
System.__ComObject,Whitethroat,484385,162476,2009
System.__ComObject,Whitethroat,484591,162872,2009
System.__ComObject,Whitethroat,435857,200965,2009
System.__ComObject,Whitethroat,460111,185498,2009
System.__ComObject,Whitethroat,464182,219954,2009
System.__ComObject,Whitethroat,435495,200845,2009
System.__ComObject,Whitethroat,459918,185384,2009
System.__ComObject,Whitethroat,463684,220024,2009
System.__ComObject,Whitethroat,463883,219994,2009
System.__ComObject,Whitethroat,435340,200574,2009
System.__ComObject,Whitethroat,437051,164091,2009
System.__ComObject,Whitethroat,437051,164091,2009
System.__ComObject,Whitethroat,459520,214007,2009
System.__ComObject,Whitethroat,459483,213735,2009
System.__ComObject,Whitethroat,435908,200959,2009
System.__ComObject,Whitethroat,435586,201300,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,460447,185873,2009
System.__ComObject,Whitethroat,460527,185987,2009
System.__ComObject,Whitethroat,436244,201010,2009
System.__ComObject,Whitethroat,435857,200965,2009
System.__ComObject,Whitethroat,435586,201300,2009
System.__ComObject,Whitethroat,436656,200344,2009
System.__ComObject,Whitethroat,436656,200344,2009
System.__ComObject,Whitethroat,459483,213735,2009
System.__ComObject,Whitethroat,435908,200959,2009
System.__ComObject,Whitethroat,436108,200980,2009
System.__ComObject,Whitethroat,435999,201519,2009
System.__ComObject,Whitethroat,435586,201300,2010
System.__ComObject,Whitethroat,463837,173571,2010
System.__ComObject,Whitethroat,435387,201220,2010
System.__ComObject,Whitethroat,436108,200980,2010
System.__ComObject,Whitethroat,435001,199812,2010
System.__ComObject,Whitethroat,435147,199623,2010
System.__ComObject,Whitethroat,464053,219964,2010
System.__ComObject,Whitethroat,459736,185260,2010
System.__ComObject,Whitethroat,453713,227398,2010
System.__ComObject,Whitethroat,436399,201183,2010
System.__ComObject,Whitethroat,436703,200788,2010
System.__ComObject,Whitethroat,435908,200959,2010
System.__ComObject,Whitethroat,464053,219964,2010
System.__ComObject,Whitethroat,436120,200757,2010
System.__ComObject,Whitethroat,460196,214524,2010
System.__ComObject,Whitethroat,462099,200849,2010
System.__ComObject,Whitethroat,462141,201199,2010
System.__ComObject,Whitethroat,463991,173385,2010
System.__ComObject,Whitethroat,463837,173571,2010
System.__ComObject,Whitethroat,463558,173803,2010
System.__ComObject,Whitethroat,459147,213985,2010
System.__ComObject,Whitethroat,460297,185658,2010
System.__ComObject,Whitethroat,462518,201358,2010
System.__ComObject,Whitethroat,459019,214294,2010
System.__ComObject,Whitethroat,459296,214135,2010
System.__ComObject,Whitethroat,460754,213903,2010
System.__ComObject,Whitethroat,460527,185987,2010
System.__ComObject,Whitethroat,459520,222670,2013
System.__ComObject,Whitethroat,460280,214430,2010
System.__ComObject,Whitethroat,462500,201000,2004
System.__ComObject,Whitethroat,462500,201000,2004
System.__ComObject,Whitethroat,462500,201000,2004
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,465720,219970,2008
System.__ComObject,Whitethroat,439550,246630,2011
System.__ComObject,Whitethroat,466480,219940,2010
System.__ComObject,Whitethroat,462640,201151,2010
System.__ComObject,Whitethroat,434849,200142,2010
System.__ComObject,Whitethroat,436580,201555,2010
System.__ComObject,Whitethroat,436543,201361,2010
System.__ComObject,Whitethroat,453817,227274,2010
System.__ComObject,Whitethroat,453782,227088,2010
System.__ComObject,Whitethroat,460447,185873,2010
System.__ComObject,Whitethroat,460527,185987,2010
System.__ComObject,Whitethroat,458885,214188,2010
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,466480,219940,2011
System.__ComObject,Whitethroat,460111,185498,2010
System.__ComObject,Whitethroat,462141,201199,2010
System.__ComObject,Whitethroat,462364,201619,2010
System.__ComObject,Whitethroat,464053,219964,2010
System.__ComObject,Whitethroat,436669,200872,2010
System.__ComObject,Whitethroat,460111,185498,2010
System.__ComObject,Whitethroat,462141,201199,2010
System.__ComObject,Whitethroat,459520,214007,2010
System.__ComObject,Whitethroat,435340,200574,2010
System.__ComObject,Whitethroat,459918,185384,2010
System.__ComObject,Whitethroat,436543,201361,2010
System.__ComObject,Whitethroat,460111,185498,2010
System.__ComObject,Whitethroat,460097,185491,2010
System.__ComObject,Whitethroat,436108,200980,2010
System.__ComObject,Whitethroat,436543,201361,2010
System.__ComObject,Whitethroat,459483,213735,2010
System.__ComObject,Whitethroat,459400,213506,2010
System.__ComObject,Whitethroat,436479,200475,2010
System.__ComObject,Whitethroat,460111,185498,2010
System.__ComObject,Whitethroat,459736,185260,2010
System.__ComObject,Whitethroat,435999,201519,2010
System.__ComObject,Whitethroat,462141,201199,2010
System.__ComObject,Whitethroat,462364,201619,2010
System.__ComObject,Whitethroat,459414,213838,2010
System.__ComObject,Whitethroat,437176,200552,2010
System.__ComObject,Whitethroat,462518,201358,2010
System.__ComObject,Whitethroat,464053,219964,2010
System.__ComObject,Whitethroat,435908,200959,2010
System.__ComObject,Whitethroat,435376,200464,2010
System.__ComObject,Whitethroat,459918,185384,2010
System.__ComObject,Whitethroat,436108,200980,2010
System.__ComObject,Whitethroat,435876,200956,2010
System.__ComObject,Whitethroat,435399,201248,2010
System.__ComObject,Whitethroat,460719,213781,2010
System.__ComObject,Whitethroat,453569,227254,2010
System.__ComObject,Whitethroat,433332,168724,2010
System.__ComObject,Whitethroat,435399,201248,2010
System.__ComObject,Whitethroat,435908,200959,2010
System.__ComObject,Whitethroat,436543,201361,2010
System.__ComObject,Whitethroat,464182,219954,2010
System.__ComObject,Whitethroat,460297,185658,2010
System.__ComObject,Whitethroat,460447,185873,2010
System.__ComObject,Whitethroat,460527,185987,2010
System.__ComObject,Whitethroat,459966,214967,2010
System.__ComObject,Whitethroat,459870,214827,2010
System.__ComObject,Whitethroat,459920,214708,2010
System.__ComObject,Whitethroat,436690,200427,2010
System.__ComObject,Whitethroat,463457,219994,2010
System.__ComObject,Whitethroat,463457,219994,2010
