SP_GEOMETRY,CommonName,Easting,Northing,RecYear
System.__ComObject,Whitethroat,463548,219816,2010
System.__ComObject,Whitethroat,436922,201421,2010
System.__ComObject,Whitethroat,436922,201421,2010
System.__ComObject,Whitethroat,435310,201051,2010
System.__ComObject,Whitethroat,435586,201300,2010
System.__ComObject,Whitethroat,436244,201010,2010
System.__ComObject,Whitethroat,462204,200783,2010
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,435888,200654,2010
System.__ComObject,Whitethroat,460297,185658,2010
System.__ComObject,Whitethroat,436656,200344,2010
System.__ComObject,Whitethroat,462364,201619,2010
System.__ComObject,Whitethroat,436580,201555,2010
System.__ComObject,Whitethroat,463684,220024,2010
System.__ComObject,Whitethroat,459966,214967,2010
System.__ComObject,Whitethroat,437137,200811,2010
System.__ComObject,Whitethroat,460097,185491,2010
System.__ComObject,Whitethroat,435399,201248,2010
System.__ComObject,Whitethroat,464182,219954,2010
System.__ComObject,Whitethroat,435908,200959,2010
System.__ComObject,Whitethroat,463883,219994,2010
System.__ComObject,Whitethroat,435994,200765,2010
System.__ComObject,Whitethroat,435908,200959,2010
System.__ComObject,Whitethroat,436108,200980,2010
System.__ComObject,Whitethroat,436492,200865,2010
System.__ComObject,Whitethroat,460111,185498,2010
System.__ComObject,Whitethroat,460297,185658,2010
System.__ComObject,Whitethroat,453569,227254,2010
System.__ComObject,Whitethroat,436399,201183,2010
System.__ComObject,Whitethroat,436399,201183,2010
System.__ComObject,Whitethroat,436656,200344,2011
System.__ComObject,Whitethroat,460447,185873,2011
System.__ComObject,Whitethroat,435147,199623,2011
System.__ComObject,Whitethroat,436244,201360,2011
System.__ComObject,Whitethroat,434849,200142,2011
System.__ComObject,Whitethroat,434849,200142,2011
System.__ComObject,Whitethroat,433332,168724,2011
System.__ComObject,Whitethroat,462640,201151,2010
System.__ComObject,Whitethroat,459429,213810,2010
System.__ComObject,Whitethroat,459483,213735,2010
System.__ComObject,Whitethroat,459400,213506,2010
System.__ComObject,Whitethroat,471963,188081,2010
System.__ComObject,Whitethroat,453713,227398,2010
System.__ComObject,Whitethroat,460527,185987,2010
System.__ComObject,Whitethroat,460097,185491,2010
System.__ComObject,Whitethroat,462640,201151,2010
System.__ComObject,Whitethroat,452343,203714,2010
System.__ComObject,Whitethroat,433677,168820,2011
System.__ComObject,Whitethroat,433327,168727,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,460719,213781,2011
System.__ComObject,Whitethroat,435857,200965,2011
System.__ComObject,Whitethroat,435628,201115,2011
System.__ComObject,Whitethroat,435399,201248,2011
System.__ComObject,Whitethroat,435586,201300,2011
System.__ComObject,Whitethroat,436945,201217,2011
System.__ComObject,Whitethroat,435857,200965,2011
System.__ComObject,Whitethroat,436399,201183,2011
System.__ComObject,Whitethroat,463883,219994,2011
System.__ComObject,Whitethroat,435999,201519,2011
System.__ComObject,Whitethroat,436945,201217,2011
System.__ComObject,Whitethroat,435586,201300,2011
System.__ComObject,Whitethroat,463991,173385,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,434849,200142,2011
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,463883,219994,2011
System.__ComObject,Whitethroat,436543,201361,2011
System.__ComObject,Whitethroat,436543,201361,2011
System.__ComObject,Whitethroat,436592,201187,2011
System.__ComObject,Whitethroat,435305,200773,2011
System.__ComObject,Whitethroat,435399,201248,2011
System.__ComObject,Whitethroat,435293,200001,2011
System.__ComObject,Whitethroat,463883,219994,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,460097,185491,2011
System.__ComObject,Whitethroat,459918,185384,2011
System.__ComObject,Whitethroat,435387,201220,2011
System.__ComObject,Whitethroat,448760,194800,2012
System.__ComObject,Whitethroat,436399,201183,2011
System.__ComObject,Whitethroat,436345,201443,2011
System.__ComObject,Whitethroat,435888,200654,2011
System.__ComObject,Whitethroat,435888,200654,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,463457,219994,2011
System.__ComObject,Whitethroat,463457,219994,2011
System.__ComObject,Whitethroat,459918,185384,2011
System.__ComObject,Whitethroat,459019,214294,2011
System.__ComObject,Whitethroat,436656,200344,2011
System.__ComObject,Whitethroat,434888,199905,2011
System.__ComObject,Whitethroat,464182,219954,2011
System.__ComObject,Whitethroat,435495,200845,2011
System.__ComObject,Whitethroat,436492,200865,2011
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,435994,200765,2011
System.__ComObject,Whitethroat,435580,200561,2011
System.__ComObject,Whitethroat,463883,219994,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,436543,201361,2011
System.__ComObject,Whitethroat,462364,201619,2011
System.__ComObject,Whitethroat,462518,201358,2011
System.__ComObject,Whitethroat,435399,201248,2011
System.__ComObject,Whitethroat,460527,185987,2011
System.__ComObject,Whitethroat,459918,185384,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,462364,201619,2011
System.__ComObject,Whitethroat,435340,200574,2011
System.__ComObject,Whitethroat,460097,185491,2011
System.__ComObject,Whitethroat,436244,201360,2011
System.__ComObject,Whitethroat,462518,201358,2011
System.__ComObject,Whitethroat,484591,162872,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,462364,201619,2011
System.__ComObject,Whitethroat,462518,201358,2011
System.__ComObject,Whitethroat,462640,201151,2011
System.__ComObject,Whitethroat,462204,200783,2011
System.__ComObject,Whitethroat,462279,200654,2011
System.__ComObject,Whitethroat,435340,200574,2011
System.__ComObject,Whitethroat,435340,200574,2011
System.__ComObject,Whitethroat,435399,201248,2011
System.__ComObject,Whitethroat,457900,170600,2013
System.__ComObject,Whitethroat,457900,170600,2013
System.__ComObject,Whitethroat,457800,220800,2010
System.__ComObject,Whitethroat,457800,220800,2010
System.__ComObject,Whitethroat,452186,203837,2011
System.__ComObject,Whitethroat,469400,171700,2012
System.__ComObject,Whitethroat,470200,171100,2013
System.__ComObject,Whitethroat,433677,168820,2011
System.__ComObject,Whitethroat,436479,200475,2011
System.__ComObject,Whitethroat,435857,200965,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,457700,221000,2009
System.__ComObject,Whitethroat,456400,218600,2009
System.__ComObject,Whitethroat,456000,217500,2009
System.__ComObject,Whitethroat,453200,215000,2009
System.__ComObject,Whitethroat,451600,213300,2009
System.__ComObject,Whitethroat,450700,212700,2009
System.__ComObject,Whitethroat,449500,209800,2009
System.__ComObject,Whitethroat,448400,209500,2009
System.__ComObject,Whitethroat,449500,208400,2009
System.__ComObject,Whitethroat,449800,208600,2009
System.__ComObject,Whitethroat,450000,208900,2009
System.__ComObject,Whitethroat,449500,205800,2009
System.__ComObject,Whitethroat,450500,205000,2009
System.__ComObject,Whitethroat,451200,204500,2009
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,463457,219994,2011
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,437088,201368,2011
System.__ComObject,Whitethroat,435908,200959,2011
System.__ComObject,Whitethroat,446000,167300,2014
System.__ComObject,Whitethroat,435999,201519,2011
System.__ComObject,Whitethroat,459725,214611,2011
System.__ComObject,Whitethroat,436945,201217,2011
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,460447,185873,2011
System.__ComObject,Whitethroat,460097,185491,2011
System.__ComObject,Whitethroat,450403,165835,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,460297,185658,2011
System.__ComObject,Whitethroat,460411,214178,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,435729,201306,2011
System.__ComObject,Whitethroat,435999,201519,2011
System.__ComObject,Whitethroat,435999,201519,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,460297,185658,2011
System.__ComObject,Whitethroat,460297,185658,2011
System.__ComObject,Whitethroat,435340,200574,2011
System.__ComObject,Whitethroat,460532,214022,2011
System.__ComObject,Whitethroat,460411,214178,2011
System.__ComObject,Whitethroat,436580,201555,2011
System.__ComObject,Whitethroat,436543,201361,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,436945,201217,2011
System.__ComObject,Whitethroat,436669,200872,2011
System.__ComObject,Whitethroat,437105,200259,2011
System.__ComObject,Whitethroat,435586,201300,2011
System.__ComObject,Whitethroat,460097,185491,2011
System.__ComObject,Whitethroat,435908,200959,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,460111,185498,2011
System.__ComObject,Whitethroat,460297,185658,2011
System.__ComObject,Whitethroat,435310,201051,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,436874,200188,2011
System.__ComObject,Whitethroat,437105,200259,2011
System.__ComObject,Whitethroat,435387,201220,2011
System.__ComObject,Whitethroat,435876,200956,2011
System.__ComObject,Whitethroat,436592,201187,2011
System.__ComObject,Whitethroat,435310,201051,2011
System.__ComObject,Whitethroat,435001,199812,2011
System.__ComObject,Whitethroat,435147,199623,2011
System.__ComObject,Whitethroat,436543,201361,2011
System.__ComObject,Whitethroat,435387,201220,2011
System.__ComObject,Whitethroat,435495,200845,2011
System.__ComObject,Whitethroat,464053,219964,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,463684,220024,2011
System.__ComObject,Whitethroat,452186,203837,2011
System.__ComObject,Whitethroat,435908,200959,2011
System.__ComObject,Whitethroat,436108,200980,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,436120,200757,2011
System.__ComObject,Whitethroat,436703,200788,2011
System.__ComObject,Whitethroat,437137,200811,2011
System.__ComObject,Whitethroat,433332,168724,2011
System.__ComObject,Whitethroat,435147,199623,2011
System.__ComObject,Whitethroat,452343,203714,2011
System.__ComObject,Whitethroat,463558,173803,2011
System.__ComObject,Whitethroat,437137,200811,2011
System.__ComObject,Whitethroat,435999,201519,2011
System.__ComObject,Whitethroat,437137,200811,2011
System.__ComObject,Whitethroat,435340,200574,2011
System.__ComObject,Whitethroat,436806,201011,2011
System.__ComObject,Whitethroat,436806,201011,2011
System.__ComObject,Whitethroat,436120,200757,2011
System.__ComObject,Whitethroat,435310,201051,2011
System.__ComObject,Whitethroat,436244,201360,2011
System.__ComObject,Whitethroat,436244,201010,2011
System.__ComObject,Whitethroat,460447,185873,2011
System.__ComObject,Whitethroat,436290,200995,2011
System.__ComObject,Whitethroat,435399,201248,2011
System.__ComObject,Whitethroat,435586,201300,2011
System.__ComObject,Whitethroat,435404,199914,2012
System.__ComObject,Whitethroat,462860,219090,2013
System.__ComObject,Whitethroat,436399,201183,2012
System.__ComObject,Whitethroat,463204,219173,2012
System.__ComObject,Whitethroat,435857,200965,2012
System.__ComObject,Whitethroat,485274,179817,2012
System.__ComObject,Whitethroat,485431,179884,2012
System.__ComObject,Whitethroat,485419,179690,2012
System.__ComObject,Whitethroat,435399,201248,2012
System.__ComObject,Whitethroat,435586,201300,2012
System.__ComObject,Whitethroat,462518,201358,2012
System.__ComObject,Whitethroat,435340,200574,2012
System.__ComObject,Whitethroat,436580,201555,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,459147,213985,2012
System.__ComObject,Whitethroat,452186,203837,2012
System.__ComObject,Whitethroat,435994,200765,2006
System.__ComObject,Whitethroat,434849,200142,2006
System.__ComObject,Whitethroat,434888,199905,2006
System.__ComObject,Whitethroat,435001,199812,2006
System.__ComObject,Whitethroat,453782,227088,2008
System.__ComObject,Whitethroat,435001,199812,2008
System.__ComObject,Whitethroat,435521,200474,2008
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,435586,201300,2012
System.__ComObject,Whitethroat,463684,220024,2012
System.__ComObject,Whitethroat,464053,219964,2012
System.__ComObject,Whitethroat,435857,200965,2012
System.__ComObject,Whitethroat,462625,219153,2012
System.__ComObject,Whitethroat,462825,219225,2012
System.__ComObject,Whitethroat,458885,214188,2012
System.__ComObject,Whitethroat,436290,200995,2012
System.__ComObject,Whitethroat,463457,219994,2012
System.__ComObject,Whitethroat,463548,219816,2012
System.__ComObject,Whitethroat,436703,200788,2012
System.__ComObject,Whitethroat,464053,219964,2012
System.__ComObject,Whitethroat,459982,214405,2012
System.__ComObject,Whitethroat,435305,200773,2012
System.__ComObject,Whitethroat,434888,199905,2012
System.__ComObject,Whitethroat,435366,199653,2012
System.__ComObject,Whitethroat,435664,200185,2012
System.__ComObject,Whitethroat,436703,200788,2012
System.__ComObject,Whitethroat,437137,200811,2012
System.__ComObject,Whitethroat,463684,220024,2012
System.__ComObject,Whitethroat,460097,185491,2012
System.__ComObject,Whitethroat,462625,219153,2012
System.__ComObject,Whitethroat,462825,219225,2012
System.__ComObject,Whitethroat,433677,168820,2012
System.__ComObject,Whitethroat,435250,200321,2012
System.__ComObject,Whitethroat,434888,199905,2012
System.__ComObject,Whitethroat,436290,200995,2012
System.__ComObject,Whitethroat,463163,219037,2012
System.__ComObject,Whitethroat,460527,185987,2012
System.__ComObject,Whitethroat,435399,201248,2012
System.__ComObject,Whitethroat,435586,201300,2012
System.__ComObject,Whitethroat,436244,201360,2012
System.__ComObject,Whitethroat,436244,201360,2012
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,436108,200980,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,435876,200956,2012
System.__ComObject,Whitethroat,435994,200765,2012
System.__ComObject,Whitethroat,435495,200845,2012
System.__ComObject,Whitethroat,436399,201183,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,435994,200765,2012
System.__ComObject,Whitethroat,435376,200464,2012
System.__ComObject,Whitethroat,450403,165835,2012
System.__ComObject,Whitethroat,435387,201220,2012
System.__ComObject,Whitethroat,485419,179690,2012
System.__ComObject,Whitethroat,435908,200959,2012
System.__ComObject,Whitethroat,462752,219114,2012
System.__ComObject,Whitethroat,435586,201300,2012
System.__ComObject,Whitethroat,436244,201360,2012
System.__ComObject,Whitethroat,463457,219994,2012
System.__ComObject,Whitethroat,463548,219816,2012
System.__ComObject,Whitethroat,460111,185498,2012
System.__ComObject,Whitethroat,463204,219173,2012
System.__ComObject,Whitethroat,434888,199905,2012
System.__ComObject,Whitethroat,436580,201555,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,463548,219816,2012
System.__ComObject,Whitethroat,460527,185987,2012
System.__ComObject,Whitethroat,462733,219070,2012
System.__ComObject,Whitethroat,462733,219070,2012
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,462141,201199,2012
System.__ComObject,Whitethroat,462364,201619,2012
System.__ComObject,Whitethroat,485419,179690,2012
System.__ComObject,Whitethroat,485572,179319,2012
System.__ComObject,Whitethroat,462825,219225,2012
System.__ComObject,Whitethroat,435310,201051,2012
System.__ComObject,Whitethroat,435683,200733,2012
System.__ComObject,Whitethroat,435876,200956,2012
System.__ComObject,Whitethroat,435586,201300,2012
System.__ComObject,Whitethroat,436244,201360,2012
System.__ComObject,Whitethroat,462614,218996,2012
System.__ComObject,Whitethroat,435250,200321,2012
System.__ComObject,Whitethroat,436244,201360,2012
System.__ComObject,Whitethroat,463684,220024,2012
System.__ComObject,Whitethroat,435399,201248,2012
System.__ComObject,Whitethroat,436543,201361,2012
System.__ComObject,Whitethroat,460625,213886,2012
System.__ComObject,Whitethroat,463163,219037,2012
System.__ComObject,Whitethroat,463163,219037,2012
System.__ComObject,Whitethroat,435495,200845,2012
System.__ComObject,Whitethroat,435760,200646,2012
System.__ComObject,Whitethroat,435580,200561,2012
System.__ComObject,Whitethroat,435018,200384,2012
System.__ComObject,Whitethroat,485572,179319,2012
System.__ComObject,Whitethroat,485357,179464,2012
System.__ComObject,Whitethroat,435250,200321,2012
System.__ComObject,Whitethroat,435908,200959,2012
System.__ComObject,Whitethroat,435908,200959,2012
System.__ComObject,Whitethroat,435399,201248,2012
System.__ComObject,Whitethroat,492000,169000,2013
System.__ComObject,Whitethroat,436300,244300,2015
System.__ComObject,Whitethroat,451200,174100,2006
System.__ComObject,Whitethroat,494200,177300,2013
System.__ComObject,Whitethroat,452000,197600,2013
System.__ComObject,Whitethroat,448800,215500,2014
System.__ComObject,Whitethroat,449000,215300,2014
System.__ComObject,Whitethroat,427200,206000,2014
System.__ComObject,Whitethroat,460979,187752,2008
System.__ComObject,Whitethroat,452000,204000,2002
System.__ComObject,Whitethroat,452000,204000,2002
System.__ComObject,Whitethroat,452000,204000,2002
System.__ComObject,Whitethroat,452000,206000,1985
System.__ComObject,Whitethroat,452000,202000,1899
System.__ComObject,Whitethroat,450000,208000,1989
System.__ComObject,Whitethroat,454000,196000,1979
System.__ComObject,Whitethroat,448000,214000,1989
System.__ComObject,Whitethroat,444000,208000,1975
System.__ComObject,Whitethroat,444000,208000,1980
